timelog_id,activity_idref,person_idref,subtask_idref,account_idref,logdate,hours,timestamp
874,687,1,14,101,2006-01-13,1,"2014-09-25 20:16:30"
875,412,1,13,101,2006-01-09,0.5,"2014-09-25 20:16:30"
876,412,1,13,101,2006-01-11,1,"2014-09-25 20:16:30"
877,688,1,4,101,2006-01-10,1.5,"2014-09-25 20:16:30"
878,689,1,30,101,2006-01-10,1.5,"2014-09-25 20:16:30"
879,690,1,30,101,2006-01-10,2.75,"2014-09-25 20:16:30"
880,691,1,13,101,2006-01-10,3,"2014-09-25 20:16:30"
881,692,1,14,101,2006-01-11,0.25,"2014-09-25 20:16:30"
882,693,1,14,101,2006-01-12,1,"2014-09-25 20:16:30"
883,694,1,29,101,2006-01-12,1,"2014-09-25 20:16:30"
884,695,1,4,101,2006-01-12,1,"2014-09-25 20:16:30"
885,696,1,14,101,2006-01-17,3,"2014-09-25 20:16:30"
886,697,1,10,101,2006-01-17,3,"2014-09-25 20:16:30"
887,698,1,8,101,2006-01-17,1,"2014-09-25 20:16:30"
888,698,1,8,101,2006-01-19,0.25,"2014-09-25 20:16:30"
889,72,1,14,101,2006-01-18,5,"2014-09-25 20:16:30"
890,699,1,14,101,2006-01-18,1,"2014-09-25 20:16:30"
891,699,1,14,101,2006-01-19,1,"2014-09-25 20:16:30"
892,699,1,14,101,2006-01-20,1.75,"2014-09-25 20:16:30"
893,700,1,29,101,2006-01-18,1,"2014-09-25 20:16:30"
894,701,1,14,101,2006-01-19,3.5,"2014-09-25 20:16:30"
895,702,1,30,101,2006-01-19,0.75,"2014-09-25 20:16:30"
896,703,1,2,101,2006-01-19,0.25,"2014-09-25 20:16:30"
897,704,1,14,101,2006-01-20,4,"2014-09-25 20:16:30"
898,705,1,13,101,2006-01-20,1.25,"2014-09-25 20:16:30"
899,706,1,14,101,2006-01-23,0.5,"2014-09-25 20:16:30"
900,707,1,30,101,2006-01-23,1,"2014-09-25 20:16:30"
901,708,1,17,101,2006-01-23,0.5,"2014-09-25 20:16:30"
902,709,1,14,101,2006-01-23,1.25,"2014-09-25 20:16:30"
903,709,1,14,101,2006-01-24,0.5,"2014-09-25 20:16:30"
904,709,1,14,101,2006-01-25,1,"2014-09-25 20:16:30"
905,709,1,14,101,2006-01-26,0.75,"2014-09-25 20:16:30"
906,710,1,13,101,2006-01-23,1,"2014-09-25 20:16:30"
907,711,1,29,101,2006-01-23,0.25,"2014-09-25 20:16:30"
908,712,1,14,101,2006-01-23,0.5,"2014-09-25 20:16:30"
909,712,1,14,101,2006-01-24,1,"2014-09-25 20:16:30"
910,712,1,14,101,2006-01-25,1.5,"2014-09-25 20:16:30"
911,712,1,14,101,2006-01-26,2,"2014-09-25 20:16:30"
912,712,1,14,101,2006-01-27,1,"2014-09-25 20:16:30"
913,712,1,14,101,2006-01-28,0.25,"2014-09-25 20:16:30"
914,712,1,14,101,2006-01-29,0.25,"2014-09-25 20:16:30"
915,713,1,30,101,2006-01-24,1,"2014-09-25 20:16:30"
916,713,1,30,101,2006-01-26,1,"2014-09-25 20:16:30"
917,713,1,30,101,2006-01-28,1,"2014-09-25 20:16:30"
918,714,1,4,39,2006-01-27,2.5,"2014-09-25 20:16:30"
919,715,1,13,101,2006-01-30,1,"2014-09-25 20:16:30"
920,715,1,13,101,2006-01-31,0.25,"2014-09-25 20:16:30"
921,716,1,14,101,2006-01-30,0.25,"2014-09-25 20:16:30"
922,716,1,14,101,2006-01-31,1,"2014-09-25 20:16:30"
923,717,1,14,101,2006-01-30,0.25,"2014-09-25 20:16:30"
924,718,1,30,101,2006-01-30,4.5,"2014-09-25 20:16:30"
925,718,1,30,101,2006-01-31,0.25,"2014-09-25 20:16:30"
926,719,1,14,101,2006-01-30,0.25,"2014-09-25 20:16:30"
927,720,1,29,101,2006-01-30,1.5,"2014-09-25 20:16:30"
928,721,1,14,101,2006-01-30,0.5,"2014-09-25 20:16:30"
929,460,1,30,101,2006-01-31,2.5,"2014-09-25 20:16:30"
930,722,1,32,101,2006-01-31,0.5,"2014-09-25 20:16:30"
931,723,4,7,101,2006-01-01,0.5,"2014-09-25 20:16:30"
932,723,4,7,101,2006-01-03,0.5,"2014-09-25 20:16:30"
933,724,4,7,101,2006-01-07,0.25,"2014-09-25 20:16:30"
934,724,4,7,101,2006-01-10,0.5,"2014-09-25 20:16:30"
935,725,4,7,101,2006-01-14,0.75,"2014-09-25 20:16:30"
936,725,4,7,101,2006-01-15,0.75,"2014-09-25 20:16:30"
937,725,4,7,101,2006-01-16,0.25,"2014-09-25 20:16:30"
938,725,4,7,101,2006-01-17,0.25,"2014-09-25 20:16:30"
939,726,4,7,101,2006-01-22,0.25,"2014-09-25 20:16:30"
940,726,4,7,101,2006-01-24,1,"2014-09-25 20:16:30"
941,727,4,7,101,2006-01-28,0.75,"2014-09-25 20:16:30"
942,728,11,32,83,2006-02-07,1,"2014-09-25 20:16:30"
943,729,11,32,83,2006-02-14,2,"2014-09-25 20:16:30"
944,730,11,13,101,2006-02-27,0.5,"2014-09-25 20:16:30"
945,473,8,7,101,2006-02-01,0.5,"2014-09-25 20:16:30"
946,731,8,14,74,2006-02-01,4.5,"2014-09-25 20:16:30"
947,479,8,29,101,2006-02-02,1,"2014-09-25 20:16:30"
948,732,8,32,101,2006-02-01,2.5,"2014-09-25 20:16:30"
949,733,8,28,71,2006-02-02,1.5,"2014-09-25 20:16:30"
950,734,8,33,74,2006-02-07,3,"2014-09-25 20:16:30"
951,734,8,33,74,2006-02-08,3,"2014-09-25 20:16:30"
952,734,8,33,74,2006-02-09,1,"2014-09-25 20:16:30"
953,735,8,14,101,2006-02-07,2.5,"2014-09-25 20:16:30"
954,735,8,14,101,2006-02-09,1,"2014-09-25 20:16:30"
955,473,8,7,101,2006-02-08,2,"2014-09-25 20:16:30"
956,736,8,28,4,2006-02-09,2,"2014-09-25 20:16:30"
957,737,8,28,71,2006-02-09,0.5,"2014-09-25 20:16:30"
958,738,8,29,101,2006-02-09,1,"2014-09-25 20:16:30"
959,477,8,14,101,2006-02-14,3,"2014-09-25 20:16:30"
960,739,8,28,4,2006-02-14,1,"2014-09-25 20:16:30"
961,740,8,29,101,2006-02-14,1,"2014-09-25 20:16:30"
962,741,8,28,74,2006-02-14,1.5,"2014-09-25 20:16:30"
963,741,8,28,74,2006-02-15,2,"2014-09-25 20:16:30"
964,742,8,33,74,2006-02-16,4.5,"2014-09-25 20:16:30"
965,743,8,33,74,2006-02-19,7,"2014-09-25 20:16:30"
966,744,8,7,101,2006-02-21,1,"2014-09-25 20:16:30"
967,745,8,30,101,2006-02-22,1,"2014-09-25 20:16:30"
968,746,8,29,101,2006-02-22,1,"2014-09-25 20:16:30"
969,747,8,14,101,2006-02-22,1,"2014-09-25 20:16:30"
970,748,8,29,101,2006-02-28,2.5,"2014-09-25 20:16:30"
971,749,8,28,101,2006-02-28,3,"2014-09-25 20:16:30"
972,750,8,14,101,2006-02-28,1,"2014-09-25 20:16:30"
973,751,8,28,71,2006-02-28,0.5,"2014-09-25 20:16:30"
974,752,8,28,4,2006-02-28,0.5,"2014-09-25 20:16:30"
975,753,8,28,6,2006-02-28,0.5,"2014-09-25 20:16:30"
976,754,3,7,101,2006-02-01,0.5,"2014-09-25 20:16:30"
977,755,3,13,101,2006-02-01,1,"2014-09-25 20:16:30"
978,756,3,7,101,2006-02-07,1.25,"2014-09-25 20:16:30"
979,756,3,7,101,2006-02-09,0.5,"2014-09-25 20:16:30"
980,757,3,13,101,2006-02-08,1,"2014-09-25 20:16:30"
981,757,3,13,101,2006-02-09,1.75,"2014-09-25 20:16:30"
982,758,3,9,101,2006-02-06,1,"2014-09-25 20:16:30"
983,759,3,7,101,2006-02-13,1.25,"2014-09-25 20:16:30"
984,759,3,7,101,2006-02-14,1,"2014-09-25 20:16:30"
985,759,3,7,101,2006-02-16,0.25,"2014-09-25 20:16:30"
986,760,3,13,101,2006-02-14,1.5,"2014-09-25 20:16:30"
987,760,3,13,101,2006-02-16,1.5,"2014-09-25 20:16:30"
988,761,3,7,101,2006-02-21,0.5,"2014-09-25 20:16:30"
989,761,3,7,101,2006-02-22,1.5,"2014-09-25 20:16:30"
990,761,3,7,101,2006-02-23,1.25,"2014-09-25 20:16:30"
991,762,3,13,101,2006-02-24,0.5,"2014-09-25 20:16:30"
992,763,3,9,101,2006-02-21,0.25,"2014-09-25 20:16:30"
993,763,3,9,101,2006-02-22,0.25,"2014-09-25 20:16:30"
994,764,13,14,101,2006-02-16,1.5,"2014-09-25 20:16:30"
995,765,13,14,101,2006-02-22,0.5,"2014-09-25 20:16:30"
996,766,13,14,101,2006-02-23,0.5,"2014-09-25 20:16:30"
997,767,13,8,101,2006-02-23,0.25,"2014-09-25 20:16:30"
998,768,13,14,101,2006-02-23,0.25,"2014-09-25 20:16:30"
999,769,13,14,101,2006-02-26,0.5,"2014-09-25 20:16:30"
1000,770,13,7,101,2006-02-26,1,"2014-09-25 20:16:30"
1001,771,13,8,101,2006-02-26,0.5,"2014-09-25 20:16:30"
1002,772,13,8,101,2006-02-26,0.5,"2014-09-25 20:16:30"
1003,773,13,9,101,2006-02-26,1.5,"2014-09-25 20:16:30"
1004,774,13,9,101,2006-02-26,1,"2014-09-25 20:16:30"
1005,775,13,9,101,2006-02-27,1,"2014-09-25 20:16:30"
1006,776,13,9,101,2006-02-27,1,"2014-09-25 20:16:30"
1007,777,13,14,101,2006-02-27,0.5,"2014-09-25 20:16:30"
1008,778,7,32,28,2006-02-08,1.5,"2014-09-25 20:16:30"
1009,779,7,29,28,2006-02-08,0.25,"2014-09-25 20:16:30"
1010,780,7,11,101,2006-02-08,0.75,"2014-09-25 20:16:30"
1011,781,7,10,101,2006-02-08,0.5,"2014-09-25 20:16:30"
1012,782,7,28,101,2006-02-08,1,"2014-09-25 20:16:30"
1013,783,7,29,101,2006-02-08,0.5,"2014-09-25 20:16:30"
1014,784,7,11,101,2006-02-08,0.5,"2014-09-25 20:16:30"
1015,584,7,9,101,2006-02-08,2.25,"2014-09-25 20:16:30"
1016,785,7,29,101,2006-02-08,0.75,"2014-09-25 20:16:30"
1017,786,7,32,28,2006-02-09,1.25,"2014-09-25 20:16:30"
1018,787,7,32,18,2006-02-09,2.25,"2014-09-25 20:16:30"
1019,788,7,11,101,2006-02-09,0.25,"2014-09-25 20:16:30"
1020,789,7,11,101,2006-02-09,0.25,"2014-09-25 20:16:30"
1021,790,7,14,30,2006-02-09,2.25,"2014-09-25 20:16:30"
1022,791,7,29,101,2006-02-09,4.25,"2014-09-25 20:16:30"
1023,791,7,29,101,2006-02-10,2,"2014-09-25 20:16:30"
1024,792,7,28,101,2006-02-10,1,"2014-09-25 20:16:30"
1025,793,7,10,101,2006-02-10,0.25,"2014-09-25 20:16:30"
1026,794,7,11,101,2006-02-10,0.25,"2014-09-25 20:16:30"
1027,795,7,14,18,2006-02-10,0.25,"2014-09-25 20:16:30"
1028,796,7,27,101,2006-02-10,0.5,"2014-09-25 20:16:30"
1029,797,7,32,83,2006-02-06,1,"2014-09-25 20:16:30"
1030,798,7,30,101,2006-02-06,1,"2014-09-25 20:16:30"
1031,799,7,28,101,2006-02-06,0.5,"2014-09-25 20:16:30"
1032,800,7,9,101,2006-02-06,1,"2014-09-25 20:16:30"
1033,801,7,29,101,2006-02-06,0.5,"2014-09-25 20:16:30"
1034,802,7,13,101,2006-02-06,0.25,"2014-09-25 20:16:30"
1035,803,7,29,101,2006-02-06,0.5,"2014-09-25 20:16:30"
1036,804,7,7,101,2006-02-06,0.25,"2014-09-25 20:16:30"
1037,805,7,29,23,2006-02-06,0.5,"2014-09-25 20:16:30"
1038,806,7,14,30,2006-02-06,0.25,"2014-09-25 20:16:30"
1039,807,7,28,101,2006-02-10,1,"2014-09-25 20:16:30"
1040,808,7,30,101,2006-02-10,0.5,"2014-09-25 20:16:30"
1041,809,7,29,101,2006-02-10,0.75,"2014-09-25 20:16:30"
1042,810,7,14,28,2006-02-10,0.5,"2014-09-25 20:16:30"
1043,811,7,29,101,2006-02-10,0.5,"2014-09-25 20:16:30"
1044,812,7,28,101,2006-02-10,0.5,"2014-09-25 20:16:30"
1045,813,7,14,39,2006-02-10,0.5,"2014-09-25 20:16:30"
1046,814,7,11,101,2006-02-10,0.5,"2014-09-25 20:16:30"
1047,815,7,28,101,2006-02-10,0.25,"2014-09-25 20:16:30"
1048,816,7,11,101,2006-02-08,0.75,"2014-09-25 20:16:30"
1049,817,7,32,39,2006-02-08,2,"2014-09-25 20:16:30"
1050,818,7,29,39,2006-02-08,0.5,"2014-09-25 20:16:30"
1051,819,7,28,101,2006-02-08,1,"2014-09-25 20:16:30"
1052,544,7,9,101,2006-02-08,2.5,"2014-09-25 20:16:30"
1053,820,7,29,101,2006-02-08,1,"2014-09-25 20:16:30"
1054,821,7,10,101,2006-02-08,0.25,"2014-09-25 20:16:30"
1055,822,7,29,23,2006-02-07,0.25,"2014-09-25 20:16:30"
1056,823,7,14,23,2006-02-07,2.75,"2014-09-25 20:16:30"
1057,824,7,9,101,2006-02-07,1.5,"2014-09-25 20:16:30"
1058,825,7,8,30,2006-02-07,0.5,"2014-09-25 20:16:30"
1059,826,7,8,30,2006-02-07,0.25,"2014-09-25 20:16:30"
1060,827,7,29,101,2006-02-07,0.5,"2014-09-25 20:16:30"
1061,828,7,14,51,2006-02-07,0.25,"2014-09-25 20:16:30"
1062,829,7,14,30,2006-02-07,0.5,"2014-09-25 20:16:30"
1063,830,7,28,101,2006-02-07,0.5,"2014-09-25 20:16:30"
1064,831,7,29,101,2006-02-11,1.5,"2014-09-25 20:16:30"
1065,832,7,33,101,2006-02-07,0.75,"2014-09-25 20:16:30"
1066,833,7,29,101,2006-02-13,1.75,"2014-09-25 20:16:30"
1067,834,7,10,101,2006-02-13,0.75,"2014-09-25 20:16:30"
1068,431,7,33,83,2006-02-13,1.25,"2014-09-25 20:16:30"
1069,835,7,28,83,2006-02-13,0.25,"2014-09-25 20:16:30"
1070,836,7,28,70,2006-02-13,0.25,"2014-09-25 20:16:30"
1071,837,7,29,101,2006-02-13,0.25,"2014-09-25 20:16:30"
1072,838,7,7,101,2006-02-13,1.25,"2014-09-25 20:16:30"
1073,839,7,28,101,2006-02-13,0.5,"2014-09-25 20:16:30"
1074,840,7,33,101,2006-02-18,1.25,"2014-09-25 20:16:30"
1075,840,7,33,101,2006-02-19,1,"2014-09-25 20:16:30"
1076,841,7,33,101,2006-02-18,0.25,"2014-09-25 20:16:30"
1077,842,7,33,101,2006-02-19,4.25,"2014-09-25 20:16:30"
1078,843,7,11,101,2006-02-16,0.5,"2014-09-25 20:16:30"
1079,844,7,9,101,2006-02-16,0.5,"2014-09-25 20:16:30"
1080,845,7,29,101,2006-02-16,0.25,"2014-09-25 20:16:30"
1081,846,7,29,101,2006-02-16,0.25,"2014-09-25 20:16:30"
1082,847,7,28,101,2006-02-16,0.25,"2014-09-25 20:16:30"
1083,848,7,32,101,2006-02-16,2.75,"2014-09-25 20:16:30"
1084,849,7,14,101,2006-02-16,0.25,"2014-09-25 20:16:30"
1085,850,7,9,101,2006-02-16,0.25,"2014-09-25 20:16:30"
1086,851,7,28,101,2006-02-16,0.75,"2014-09-25 20:16:30"
1087,852,7,8,101,2006-02-16,0.25,"2014-09-25 20:16:30"
1088,853,7,27,101,2006-02-16,0.25,"2014-09-25 20:16:30"
1089,854,7,32,101,2006-02-15,2.25,"2014-09-25 20:16:30"
1090,855,7,29,101,2006-02-15,0.5,"2014-09-25 20:16:30"
1091,584,7,9,101,2006-02-15,2.5,"2014-09-25 20:16:30"
1092,856,7,29,101,2006-02-15,0.5,"2014-09-25 20:16:30"
1093,857,7,29,101,2006-02-15,0.75,"2014-09-25 20:16:30"
1094,858,7,14,28,2006-02-15,1.25,"2014-09-25 20:16:30"
1095,859,7,14,28,2006-02-15,0.25,"2014-09-25 20:16:31"
1096,860,7,28,101,2006-02-14,0.5,"2014-09-25 20:16:31"
1097,495,7,30,101,2006-02-14,2.5,"2014-09-25 20:16:31"
1098,861,7,14,101,2006-02-14,0.25,"2014-09-25 20:16:31"
1099,862,7,29,101,2006-02-14,0.5,"2014-09-25 20:16:31"
1100,863,7,28,101,2006-02-14,0.5,"2014-09-25 20:16:31"
1101,864,7,10,101,2006-02-14,0.5,"2014-09-25 20:16:31"
1102,865,7,28,101,2006-02-14,0.25,"2014-09-25 20:16:31"
1103,866,7,29,101,2006-02-14,2,"2014-09-25 20:16:31"
1104,867,7,14,30,2006-02-23,1,"2014-09-25 20:16:31"
1105,868,7,14,30,2006-02-23,0.75,"2014-09-25 20:16:31"
1106,869,7,29,101,2006-02-23,1.25,"2014-09-25 20:16:31"
1107,870,7,28,101,2006-02-23,0.5,"2014-09-25 20:16:31"
1108,871,7,10,101,2006-02-23,0.25,"2014-09-25 20:16:31"
1109,872,7,7,101,2006-02-23,0.75,"2014-09-25 20:16:31"
1110,873,7,30,101,2006-02-23,0.25,"2014-09-25 20:16:31"
1111,874,7,28,101,2006-02-23,0.25,"2014-09-25 20:16:31"
1112,544,7,9,101,2006-02-22,5.25,"2014-09-25 20:16:31"
1113,875,7,11,101,2006-02-22,0.25,"2014-09-25 20:16:31"
1114,870,7,28,101,2006-02-22,0.25,"2014-09-25 20:16:31"
1115,876,7,31,101,2006-02-22,0.75,"2014-09-25 20:16:31"
1116,877,7,29,101,2006-02-23,0.75,"2014-09-25 20:16:31"
1117,878,7,29,101,2006-02-22,0.25,"2014-09-25 20:16:31"
1118,879,7,27,101,2006-02-22,0.25,"2014-09-25 20:16:31"
1119,880,7,30,101,2006-02-20,0.25,"2014-09-25 20:16:31"
1120,881,7,29,101,2006-02-20,0.25,"2014-09-25 20:16:31"
1121,882,7,27,101,2006-02-24,0.75,"2014-09-25 20:16:31"
1122,883,7,30,101,2006-02-24,0.5,"2014-09-25 20:16:31"
1123,884,7,14,28,2006-02-24,0.5,"2014-09-25 20:16:31"
1124,885,7,14,28,2006-02-24,0.5,"2014-09-25 20:16:31"
1125,886,7,29,101,2006-02-24,0.25,"2014-09-25 20:16:31"
1126,887,7,9,101,2006-02-24,0.25,"2014-09-25 20:16:31"
1127,888,7,28,3,2006-02-24,0.5,"2014-09-25 20:16:31"
1128,889,7,28,38,2006-02-24,0.5,"2014-09-25 20:16:31"
1129,890,7,9,101,2006-02-24,0.25,"2014-09-25 20:16:31"
1130,891,7,31,101,2006-02-24,0.25,"2014-09-25 20:16:31"
1131,892,7,11,101,2006-02-24,0.25,"2014-09-25 20:16:31"
1132,893,7,7,101,2006-02-24,0.25,"2014-09-25 20:16:31"
1133,894,7,14,101,2006-02-20,0.25,"2014-09-25 20:16:31"
1134,895,7,27,101,2006-02-20,0.25,"2014-09-25 20:16:31"
1135,896,7,13,101,2006-02-20,0.25,"2014-09-25 20:16:31"
1136,897,7,11,101,2006-02-20,0.25,"2014-09-25 20:16:31"
1137,898,7,9,101,2006-02-20,0.25,"2014-09-25 20:16:31"
1138,899,7,29,101,2006-02-21,0.25,"2014-09-25 20:16:31"
1139,900,7,9,101,2006-02-21,0.5,"2014-09-25 20:16:31"
1140,901,7,29,101,2006-02-21,0.25,"2014-09-25 20:16:31"
1141,902,7,30,101,2006-02-21,0.25,"2014-09-25 20:16:31"
1142,903,7,28,83,2006-02-27,0.25,"2014-09-25 20:16:31"
1143,904,7,7,101,2006-02-27,0.75,"2014-09-25 20:16:31"
1144,905,7,9,101,2006-02-28,1,"2014-09-25 20:16:31"
1145,906,7,29,101,2006-02-28,0.5,"2014-09-25 20:16:31"
1146,907,7,9,101,2006-02-28,0.25,"2014-09-25 20:16:31"
1147,908,7,7,101,2006-02-28,0.5,"2014-09-25 20:16:31"
1148,909,7,30,101,2006-02-28,0.25,"2014-09-25 20:16:31"
1149,910,7,28,3,2006-02-28,0.5,"2014-09-25 20:16:31"
1150,911,7,28,53,2006-02-28,0.5,"2014-09-25 20:16:31"
1151,912,7,28,101,2006-02-28,1.5,"2014-09-25 20:16:31"
1152,913,7,14,5,2006-02-28,0.25,"2014-09-25 20:16:31"
1153,914,7,11,101,2006-02-28,0.5,"2014-09-25 20:16:31"
1154,915,7,7,101,2006-02-28,0.25,"2014-09-25 20:16:31"
1155,916,7,28,101,2006-02-28,0.5,"2014-09-25 20:16:31"
1156,917,7,10,101,2006-02-28,0.25,"2014-09-25 20:16:31"
1157,918,7,29,101,2006-02-28,0.75,"2014-09-25 20:16:31"
1158,919,2,14,101,2006-01-31,1,"2014-09-25 20:16:31"
1159,920,2,14,101,2006-01-31,0.5,"2014-09-25 20:16:31"
1160,921,2,14,101,2006-01-31,0.5,"2014-09-25 20:16:31"
1161,922,2,14,101,2006-01-31,0.5,"2014-09-25 20:16:31"
1162,923,2,4,101,2006-01-31,1,"2014-09-25 20:16:31"
1163,924,2,14,101,2006-01-31,0.5,"2014-09-25 20:16:31"
1164,925,2,27,101,2006-01-31,0.5,"2014-09-25 20:16:31"
1165,926,2,14,101,2006-01-31,0.5,"2014-09-25 20:16:31"
1166,927,2,30,101,2006-02-01,1.5,"2014-09-25 20:16:31"
1167,928,2,30,101,2006-02-01,0.5,"2014-09-25 20:16:31"
1168,929,2,30,101,2006-02-01,0.5,"2014-09-25 20:16:31"
1169,930,2,14,101,2006-02-01,1,"2014-09-25 20:16:31"
1170,931,2,30,101,2006-02-01,1,"2014-09-25 20:16:31"
1171,932,2,4,101,2006-02-01,1.25,"2014-09-25 20:16:31"
1172,926,2,14,101,2006-02-01,0.5,"2014-09-25 20:16:31"
1173,933,2,14,101,2006-02-02,1,"2014-09-25 20:16:31"
1174,934,2,4,101,2006-02-02,2.5,"2014-09-25 20:16:31"
1175,935,2,30,101,2006-02-02,2.25,"2014-09-25 20:16:31"
1176,936,2,34,101,2006-02-02,0.5,"2014-09-25 20:16:31"
1177,937,2,34,101,2006-02-06,0.5,"2014-09-25 20:16:31"
1178,938,2,14,101,2006-02-06,0.5,"2014-09-25 20:16:31"
1179,939,2,14,101,2006-02-06,1,"2014-09-25 20:16:31"
1180,940,2,34,101,2006-02-06,0.5,"2014-09-25 20:16:31"
1181,941,2,14,101,2006-02-06,0.5,"2014-09-25 20:16:31"
1182,942,2,14,101,2006-02-06,1,"2014-09-25 20:16:31"
1183,943,2,27,101,2006-02-06,0.5,"2014-09-25 20:16:31"
1184,944,2,14,101,2006-02-07,1.5,"2014-09-25 20:16:31"
1185,945,2,14,101,2006-02-07,0.5,"2014-09-25 20:16:31"
1186,946,2,14,101,2006-02-07,2,"2014-09-25 20:16:31"
1187,947,2,30,101,2006-02-07,1,"2014-09-25 20:16:31"
1188,948,2,13,101,2006-02-07,0.5,"2014-09-25 20:16:31"
1189,949,2,14,101,2006-02-07,1,"2014-09-25 20:16:31"
1190,950,2,14,101,2006-02-09,1,"2014-09-25 20:16:31"
1191,951,2,30,101,2006-02-09,0.5,"2014-09-25 20:16:31"
1192,952,2,30,101,2006-02-09,0.5,"2014-09-25 20:16:31"
1193,953,2,34,101,2006-02-09,1,"2014-09-25 20:16:31"
1194,477,2,14,101,2006-02-13,2.5,"2014-09-25 20:16:31"
1195,954,2,10,101,2006-02-13,1,"2014-09-25 20:16:31"
1196,955,2,14,101,2006-02-13,0.5,"2014-09-25 20:16:31"
1197,956,2,14,101,2006-02-13,1,"2014-09-25 20:16:31"
1198,957,2,34,101,2006-02-13,0.5,"2014-09-25 20:16:31"
1199,958,2,30,101,2006-02-13,0.5,"2014-09-25 20:16:31"
1200,959,2,14,101,2006-02-13,0.75,"2014-09-25 20:16:31"
1201,960,2,27,101,2006-02-13,0.75,"2014-09-25 20:16:31"
1202,961,2,14,101,2006-02-15,1,"2014-09-25 20:16:31"
1203,962,2,34,101,2006-02-15,1,"2014-09-25 20:16:31"
1204,963,2,14,101,2006-02-15,1,"2014-09-25 20:16:31"
1205,964,2,14,101,2006-02-15,1,"2014-09-25 20:16:31"
1206,965,2,14,101,2006-02-15,0.5,"2014-09-25 20:16:31"
1207,966,2,7,101,2006-02-15,2,"2014-09-25 20:16:31"
1208,967,2,14,101,2006-02-15,0.5,"2014-09-25 20:16:31"
1209,968,2,14,101,2006-02-16,1,"2014-09-25 20:16:31"
1210,969,2,14,101,2006-02-20,1,"2014-09-25 20:16:31"
1211,970,2,27,101,2006-02-20,1,"2014-09-25 20:16:31"
1212,971,2,34,101,2006-02-20,0.5,"2014-09-25 20:16:31"
1213,972,2,14,101,2006-02-20,1.5,"2014-09-25 20:16:31"
1214,973,2,30,101,2006-02-20,1,"2014-09-25 20:16:31"
1215,974,2,14,101,2006-02-20,1,"2014-09-25 20:16:31"
1216,969,2,14,101,2006-02-20,1,"2014-09-25 20:16:31"
1217,975,2,30,101,2006-02-20,0.5,"2014-09-25 20:16:31"
1218,976,2,14,101,2006-02-21,1,"2014-09-25 20:16:31"
1219,977,2,30,101,2006-02-22,0.5,"2014-09-25 20:16:31"
1220,978,2,30,101,2006-02-22,1.5,"2014-09-25 20:16:31"
1221,979,2,30,101,2006-02-22,1,"2014-09-25 20:16:31"
1222,980,2,14,101,2006-02-22,1,"2014-09-25 20:16:31"
1223,981,2,31,101,2006-02-22,2,"2014-09-25 20:16:31"
1224,982,2,14,101,2006-02-21,2,"2014-09-25 20:16:31"
1225,983,2,7,101,2006-02-21,1,"2014-09-25 20:16:31"
1226,477,2,14,101,2006-02-26,0,"2014-09-25 20:16:31"
1227,477,2,14,101,2006-02-27,2,"2014-09-25 20:16:31"
1228,984,2,34,101,2006-02-27,1,"2014-09-25 20:16:31"
1229,673,2,14,101,2006-02-27,1,"2014-09-25 20:16:31"
1230,985,1,14,74,2006-02-03,2.5,"2014-09-25 20:16:31"
1231,986,1,30,101,2006-02-03,1.75,"2014-09-25 20:16:31"
1232,987,1,14,101,2006-02-03,2,"2014-09-25 20:16:31"
1233,987,1,14,101,2006-02-05,1.25,"2014-09-25 20:16:31"
1234,988,1,14,101,2006-02-05,0.5,"2014-09-25 20:16:31"
1235,989,1,13,101,2006-02-05,2,"2014-09-25 20:16:31"
1236,990,1,30,101,2006-02-05,0.25,"2014-09-25 20:16:31"
1237,991,1,17,101,2006-02-06,0.5,"2014-09-25 20:16:31"
1238,991,1,17,101,2006-02-09,0.25,"2014-09-25 20:16:31"
1239,991,1,17,101,2006-02-10,0.5,"2014-09-25 20:16:31"
1240,992,1,14,101,2006-02-06,0.5,"2014-09-25 20:16:31"
1241,993,1,14,3,2006-02-06,0.25,"2014-09-25 20:16:31"
1242,994,1,14,101,2006-02-06,1.75,"2014-09-25 20:16:31"
1243,994,1,14,101,2006-02-07,0.5,"2014-09-25 20:16:31"
1244,994,1,14,101,2006-02-08,0.75,"2014-09-25 20:16:31"
1245,994,1,14,101,2006-02-09,1,"2014-09-25 20:16:31"
1246,994,1,14,101,2006-02-10,1,"2014-09-25 20:16:31"
1247,994,1,14,101,2006-02-11,1,"2014-09-25 20:16:31"
1248,995,1,30,101,2006-02-06,1,"2014-09-25 20:16:31"
1249,996,1,30,101,2006-02-06,1.5,"2014-09-25 20:16:31"
1250,997,1,30,101,2006-02-06,1,"2014-09-25 20:16:31"
1251,997,1,30,101,2006-02-08,0.25,"2014-09-25 20:16:31"
1252,998,1,14,23,2006-02-07,3,"2014-09-25 20:16:31"
1253,999,1,29,30,2006-02-07,1,"2014-09-25 20:16:31"
1254,1000,1,14,101,2006-02-07,1,"2014-09-25 20:16:31"
1255,1001,1,14,101,2006-02-08,2,"2014-09-25 20:16:31"
1256,1001,1,14,101,2006-02-09,1,"2014-09-25 20:16:31"
1257,1001,1,14,101,2006-02-10,0.5,"2014-09-25 20:16:31"
1258,1002,1,13,101,2006-02-08,1,"2014-09-25 20:16:31"
1259,1002,1,13,101,2006-02-09,0.75,"2014-09-25 20:16:31"
