activity_id,description,timestamp
7861,"Lynwood, Walk Around the Block, 70 students","2014-09-25 21:43:39"
7862,"St. Anselms, Traffic Safety Game, 29 students","2014-09-25 21:43:39"
7863,"St. Anselms, Walk Around the Block, 30 students","2014-09-25 21:43:39"
7864,"revising e-mails rescheduling and Safe Routes meetings","2014-09-25 21:43:39"
7865,"coordinating availability for middlehigh school activities","2014-09-25 21:43:39"
7866,"meeting at Hamilton ES to organize final segment of Miller Creek Teen Challenge revision of event location","2014-09-25 21:43:39"
7867,"rescheduling classes, coordinating schedule with colleagues, schedule review","2014-09-25 21:43:39"
7868,"Manor, Walk Around the Block, 39 students","2014-09-25 21:43:39"
7869,"Manor, Traffic Safety Game, 50 students","2014-09-25 21:43:39"
7870,"maintaining middlehigh school bike fleet, revision of middle school power point presentation","2014-09-25 21:43:39"
7871,"revising e-mails re upcoming classes & programs","2014-09-25 21:43:39"
7872,"training on Microsoft Works for class scheduling in Peggys absence, coordinating schedule with colleagues","2014-09-25 21:43:39"
7873,"putting curriculum up on the server","2014-09-25 21:43:39"
7874,"review of Powerpoint presentation for Kent","2014-09-25 21:43:39"
7875,"Cascade Canyon, Helmet Safety, 10 students","2014-09-25 21:43:39"
7876,"Loma Verde, Bicycle Rodeo incl. U-Haul pick up, 50 students","2014-09-25 21:43:39"
7877,"downloading photos of middle school pograms from camera, preparation of equipment for Basic Street Skills presentation","2014-09-25 21:43:39"
7878,"bicycle give-away event & rodeo, incl. pick up of bikes from SQFD","2014-09-25 21:43:39"
7879,"Coleman, Bicycle Rodeo, 50 students","2014-09-25 21:43:39"
7880,"Cascade Canyon, Traffic Safety Game, 10 students","2014-09-25 21:43:39"
7881,"revision of e-mails rescheduling and programming","2014-09-25 21:43:39"
7882,"monthly report edits, annual report content coord","2014-09-25 21:43:39"
7883,"programmatic oversight","2014-09-25 21:43:39"
7884,"Teen program progress and expansion update","2014-09-25 21:43:39"
7885,"Delivered contest supplies to Lower and Upper Brookside, Manor, Sun Valley, Lu Sutton, Cascase Canyon","2014-09-25 21:43:39"
7886,"Preparations and attendance at the Novato TF Meetiing","2014-09-25 21:43:39"
7887,"Follow-up to Novato TF meeting with David Harlan, Eric Ridell and Michelle Camicia","2014-09-25 21:43:39"
7888,"Email and phone communications with SR2S staff regarding program planning","2014-09-25 21:43:39"
7889,"Team leaders support, pPlastic sleeves, raffle tickets for Tasmin","2014-09-25 21:43:39"
7890,"Planning for March 4 meeting","2014-09-25 21:43:39"
7891,"Wrote and eblasted email to Team Leaders about publicity and poster art.  Follow-up. Scheduled classes.  Ongoing support regarding spring contests.","2014-09-25 21:43:39"
7892,"Prepared and submitted expense report","2014-09-25 21:43:39"
7893,"Spring newsletter coordination and mailing","2014-09-25 21:43:39"
7894,"General communications with SR2S by phone and email regarding program planning, brainstorming and implementation of project work","2014-09-25 21:43:39"
7895,"Prep work and load-up for Teens Go Green leadership meeting","2014-09-25 21:43:39"
7896,"Worked on Novato TF notes","2014-09-25 21:43:39"
7897,"New helmet video planning","2014-09-25 21:43:39"
7898,"Teens Go Green Leadership meeting in San Rafael Set-up, attendance and clean-up","2014-09-25 21:43:39"
7899,"Planning meeting with Wendi and Peggy regarding spring project work","2014-09-25 21:43:39"
7900,"updated databases - unsubscribe","2014-09-25 21:43:39"
7901,"Delivered contest supplies to Drake High School","2014-09-25 21:43:39"
7902,"Pedal Power eblast 3, drafted email and eblasted to team leaders, follow-up, meeting with Ted from Wade Thomas, general team leader support","2014-09-25 21:43:39"
7903,"March e-newsletter, edit and eblast to database, unsubscribe follow-up","2014-09-25 21:43:39"
7904,"Scheduling of Poster Art classes - Olive, Hamilton, Dixie, Marin Primary, Lycee Francais, Loma Verde, Manor","2014-09-25 21:43:39"
7905,"Monthly invoicing","2014-09-25 21:43:39"
7906,"Poster Art sign making session at Marin Primary and Middle School in Larkspur with Allison Fragakis and Green Team","2014-09-25 21:43:39"
7907,"Ongoing team leader support regarding spring contests","2014-09-25 21:43:39"
7908,"Poster Art sign making session with Green Team at Olive School in Novato","2014-09-25 21:43:39"
7909,"Poster Art sign making session at Loma Verde School in Novato","2014-09-25 21:43:39"
7910,"Novato TF Notes","2014-09-25 21:43:39"
7911,"Database updates to Filemaker","2014-09-25 21:43:39"
7912,"Poster Art sign making session with Green Team at Dixie School in Novato","2014-09-25 21:43:39"
7913,"General communications with SR2S staff by phone and email regarding program planning, brainstorming, office and implementationcoordination of project work","2014-09-25 21:43:39"
7914,"Eblast agenda and follow-up","2014-09-25 21:43:39"
7915,"Poster board order for Poster Art, meeting with Renee, supplies to Michelle","2014-09-25 21:43:39"
7916,"Entered Poster Art classes into Filemaker, Loma Verde Rodeo - sub, Lycee Francais - Poster Art - Heather, Manor School - Poster Art","2014-09-25 21:43:39"
7917,"Poster Art class at Hamilton","2014-09-25 21:43:39"
7918,"Meeting with Peggy and Wendi about project work, team leader meeting and bike giveaway","2014-09-25 21:43:39"
7919,"Eblast Novato meeting notes","2014-09-25 21:43:39"
7920,"Email 4 to Team Leaders - Photo of Marin Bike, follow-up emails","2014-09-25 21:43:39"
7921,"Volunteer list to Bob","2014-09-25 21:43:39"
7922,"Loma Verde Rodeo","2014-09-25 21:43:39"
7923,"White Hill contest","2014-09-25 21:43:39"
7924,"Follow-up with Paul Caroll and Allison Fragakis, contest followup and coordination","2014-09-25 21:43:39"
7925,"Emails with staff, daily phone calls","2014-09-25 21:43:39"
7926,"Old Mill rodeo from January not billed","2014-09-25 21:43:39"
7927,"St Anselm rodeo","2014-09-25 21:43:39"
7928,"Loma Verde Rodeo","2014-09-25 21:43:39"
7929,"Coleman Rodeo","2014-09-25 21:43:39"
7930,"Contest-deliver supplies to schools","2014-09-25 21:43:39"
7931,"Scheduling- contact schools, develop schedules, rodeo staffing","2014-09-25 21:43:39"
7932,"schedulung research contects for new schools, send program intro letters, schedule classes","2014-09-25 21:43:39"
7933,"contest supplies- organize, sort,deliver supplies","2014-09-25 21:43:39"
7934,"San Rafae task force planning - send out notice of change of meeting","2014-09-25 21:43:39"
7935,"SR2S Spring News letter labels, sorting","2014-09-25 21:43:39"
7936,"Scheduling, letterforms to schools, develop schedules, schedule staff","2014-09-25 21:43:39"
7937,"Newsletter-organize labeling, sort groups, complete PO form, supervise volunteer","2014-09-25 21:43:39"
7938,"contest- deliver supplies to schools. Develop checklist for planning","2014-09-25 21:43:39"
7939,"Donation - coordinating donation from parent at Tam Valley for bike giveaway","2014-09-25 21:43:39"
7940,"Rodeo- st anselms- set-up -cancled.poster art","2014-09-25 21:43:39"
7941,"Dixie Task Force- send out agenda","2014-09-25 21:43:39"
7942,"MV task force send out notice","2014-09-25 21:43:39"
7943,"communications donations for bike lockis","2014-09-25 21:43:39"
7944,"scheduling staff, rodeos, blender","2014-09-25 21:43:39"
7945,"contest order supplies, deliver","2014-09-25 21:43:39"
7946,"Dixie Task force planning meeting send agenda, pospone meeting","2014-09-25 21:43:39"
7947,"Mill Valley Task Force notes, finailze, incorporate edits and send out","2014-09-25 21:43:39"
7948,"Team Leader binder materials","2014-09-25 21:43:39"
7949,"scheduling uhaul, staff, new hires","2014-09-25 21:43:39"
7950,"staff meeting contest, survey, scheduling","2014-09-25 21:43:39"
7951,"contest-checklist, deliver supplies","2014-09-25 21:43:39"
7952,"send out san Rafael Task Force agenda","2014-09-25 21:43:39"
7953,"prepare for meeting next week for Canal Gardens and Trails followup wdavid","2014-09-25 21:43:39"
7954,"go through emails, schoolpool novato taslk force, staff inquiries","2014-09-25 21:43:39"
7955,"Novato Task Force meeting, prepare and follow-up","2014-09-25 21:43:39"
7956,"meeting with Deb and David to discuss the MCF grant work plan","2014-09-25 21:43:39"
7957,"Park Walkabout","2014-09-25 21:43:39"
7958,"develop teacher instructions for Faith and Fantasia","2014-09-25 21:43:39"
7959,"review weekly eblast for spring contest","2014-09-25 21:43:39"
7960,"call to prepare for Canals and Trails meeting attend meeting follow up","2014-09-25 21:43:39"
7961,"prepare for teen meeting","2014-09-25 21:43:39"
7962,"responding to emails and phone calls from staff and task force members., inquiries","2014-09-25 21:43:39"
7963,"update Mill Valley matrix, create Park Travel plan., Novato matrix","2014-09-25 21:43:39"
7964,"teen meeting","2014-09-25 21:43:39"
7965,"shopping for supplies","2014-09-25 21:43:39"
7966,"meeting with Peggy and laura to discuss spring contests, bike giveaway, scheduling, and other projects.","2014-09-25 21:43:39"
7967,"work on enewslettr","2014-09-25 21:43:39"
7968,"Tams annual report copy - gather information, edit, finalize","2014-09-25 21:43:39"
7969,"add expenses to invoice","2014-09-25 21:43:39"
7970,"mark deletions for database, sort through paperwork","2014-09-25 21:43:39"
7971,"phone call with David on MCF grant, caltrans grants, canal","2014-09-25 21:43:39"
7972,"update Novato plans and matrix based on Novato DPW input create Brookside plan, update Ross Valley and twin cities matrix","2014-09-25 21:43:39"
7973,"emails an dphone calls with staff, project team, team leaders responsing to inquiries","2014-09-25 21:43:39"
7974,"add streets smart article, final edit, choose images.","2014-09-25 21:43:39"
7975,"MCF grant application, meeting at Davids to develop program for application","2014-09-25 21:43:39"
7976,"Canal Gardens and Trails meeting to plan  next steps for event","2014-09-25 21:43:39"
7977,"talked with Manor rep about Oak Tree Lane crosswalk problems., work with Lagunitas team leader on the contest and assembly","2014-09-25 21:43:39"
7978,"review eblast, provide picture","2014-09-25 21:43:39"
7979,"email discussions about bike giveaway, transit class, bike classes","2014-09-25 21:43:39"
7980,"skim the national handbook for new ideas","2014-09-25 21:43:39"
7981,"spoke with county DPW on Evergreen grant application - he had questions.","2014-09-25 21:43:39"
7982,"meet with Hill Team leader to go over travel plan and contest","2014-09-25 21:43:39"
7983,"Novato Charter walkabout","2014-09-25 21:43:39"
7984,"follow up for walkabout, type notes, contact principal","2014-09-25 21:43:39"
7985,"responding to emails from staff, setting up meeting, MCF discussion on project dixie schoolpool","2014-09-25 21:43:39"
7986,"finalize Mill Valley and Dixie agendas, create new data disks for travel plans make copies of updated travel plans","2014-09-25 21:43:39"
7987,"develop description of program for Canal","2014-09-25 21:43:39"
7988,"check in with staff on meeting this morning on bike giveaway research liability waiver, send out press advisory","2014-09-25 21:43:39"
7989,"find and send pictures for annual report","2014-09-25 21:43:39"
7990,"responding to questions about the contest,  need to order more supplies sending out CD to Hill","2014-09-25 21:43:39"
7991,"conversation with Trips for Kids about possibliity of hooking in with Sausalito schools on their bike club program.","2014-09-25 21:43:39"
7992,"develop sample letters for caltrans grant and send out to various entities, develop portions of the grants for Novato and San Rafael","2014-09-25 21:43:39"
7993,"agendas for next week","2014-09-25 21:43:39"
7994,"Attend Mill Valley Task Force meeting, and follow up","2014-09-25 21:43:39"
7995,"dealing with issues on Loma Verde Rodeo","2014-09-25 21:43:39"
7996,"staff meeting, bike giveaway, rodeo stuff, poster art, teen program etc.","2014-09-25 21:43:39"
7997,"review letters to kindergarten and 6th graders to encourage using SR2S programs","2014-09-25 21:43:39"
7998,"staff time cards and expense reports","2014-09-25 21:43:39"
7999,"contact news organizations about bike giveaway, work with press at event, take pictures and write up event","2014-09-25 21:43:39"
8000,"general communications with staff and team leaders, responding to inquiries","2014-09-25 21:43:39"
8001,"edit Novato task force notes, task force meeting, prep and follow up","2014-09-25 21:43:39"
8002,"changes to Park and Edna Plans based on task force meeting, edit MV task force notes","2014-09-25 21:43:39"
8003,"assist Lagunitas Team Leader","2014-09-25 21:43:39"
8004,"create new travel plan disks for Ross Valley and Novato, researched history of infrastructure projects send out files to team leaders","2014-09-25 21:43:39"
8005,"create approval form for travel plans, make copies of revised travel plans","2014-09-25 21:43:39"
8006,"create proclamation for Bike Giveaway","2014-09-25 21:43:39"
8007,"coordinator  planning meeting on contests, task forces, team leader meeting, surveys","2014-09-25 21:43:39"
8008,"spoke with team leader about encouragement options","2014-09-25 21:43:39"
8009,"prepare report on infrastructure projects  for walk bike marin","2014-09-25 21:43:39"
8010,"prepare agenda for task force meeting  and send reminder on walkabout, review Davids comments and changes of Sun Valley plan Davidson walkabout and rescheduling","2014-09-25 21:43:39"
8011,"Ross Valley meeting, prep and follow up.","2014-09-25 21:43:39"
8012,"review interactive CDs for neighborhood kit","2014-09-25 21:43:39"
8013,"conference call on Canal event in october","2014-09-25 21:43:39"
8014,"followup on getting letters for grants","2014-09-25 21:43:39"
8015,"general emails and phone calls from staff","2014-09-25 21:43:39"
8016,"rescheduling task force meetings for dixie and walkabout for san rafael, dixie agenda","2014-09-25 21:43:39"
8017,"update Novato letters and grant application with new projects talk to coleman team leader about getting letters and info to me.","2014-09-25 21:43:39"
8018,"spoke with team leader who we had not heard from and determined that she is moving on.","2014-09-25 21:43:39"
8019,"create Brookside upper plan and update lower plan","2014-09-25 21:43:39"
8020,"review updates on teen programs","2014-09-25 21:43:39"
8021,"communications with crossing guard program on getting surveys out to schools","2014-09-25 21:43:39"
8022,"Drake earth day, follow up to bikegiveaway at Hamilton, Davidson poster making event, Redwood soliciting prizes","2014-09-25 21:43:39"
8023,"PE Power point meeting with Gwen, editing,","2014-09-25 21:43:39"
8024,"Davidson prep for contest","2014-09-25 21:43:39"
8025,"PE Class at Kent  buying supplies","2014-09-25 21:43:39"
8026,"Staff meeting, followup meeting with Wendi and Gwen","2014-09-25 21:43:39"
8027,"Club meeting at Miller Creek - new options for spring contest","2014-09-25 21:43:39"
8028,"Redwood club meeting - prep for sustainability festival","2014-09-25 21:43:39"
8029,"MVMS presentation coordination, Drake earth day coordination, Lagunitas assembly,","2014-09-25 21:43:39"
8030,"Club meeting at Miller Creek - working on the assemb ly","2014-09-25 21:43:39"
8031,"Davidson club meeting for contest","2014-09-25 21:43:39"
8032,"Prep for MVMS presentation for staff and presenting for PE and science teachers","2014-09-25 21:43:40"
8033,"Kent PE classes","2014-09-25 21:43:40"
8034,"Presentation at Lagunitas assembly  picking up materials","2014-09-25 21:43:40"
8035,"Earth day event at drake  prep and pick up of materials  buying food for blender","2014-09-25 21:43:40"
8036,"Phone conversation with Gwen to prep for upcoming contests and assemblies","2014-09-25 21:43:40"
8037,"Miller Creek coordinating time to meet students during break, Davidson and Next Generation phone conversation, other small e-mails","2014-09-25 21:43:40"
8038,"follow up for mvms presentation  MVMS followup on program for this and next year, sait rita contest needing materilas,  Next generation follow up, YLI follow up on High schools contests","2014-09-25 21:43:40"
8039,"Miller creek club meeting, working with cast for assembly,  editing the power point for Miller Creek 09, assembly, followup evaluations","2014-09-25 21:43:40"
8040,"Prep for assembly with studetns at White Hill","2014-09-25 21:43:40"
8041,"Delivering the bike blender from Kents Earth Day and meeting the teachers from Sea Disk","2014-09-25 21:43:40"
8042,"Meeting Gwen to prepare for earth day, go over details for various schools contests, get updated on the schools we work with separately.","2014-09-25 21:43:40"
8043,"Web pressroom updates.","2014-09-25 21:43:40"
8044,"Rodeo - Laurel Dell - 40 students","2014-09-25 21:43:40"
8045,"review MS power point quizz game with Gwen & Aviva, get sharrow samples for TSG","2014-09-25 21:43:40"
8046,"Kent Middle School Street Skills program","2014-09-25 21:43:40"
8047,"Staff Meeting,","2014-09-25 21:43:40"
8048,"Rodeo - Cascade Canon - 45 grades","2014-09-25 21:43:40"
8049,"Rodeo - Lynnwood - 77 students","2014-09-25 21:43:40"
8050,"Teens go Green, San Quentin bike program,,  rodeo staffing, persuit of spare uniform shirt","2014-09-25 21:43:40"
8051,"staffing Kent MS Bike Skills sessions, additional student follow-up, Street Skills program session 2, gettingreturning additional bikes from SQ","2014-09-25 21:43:40"
8052,"reporting and paperwork","2014-09-25 21:43:40"
8053,"rodeo part 1 - Bel Aire -","2014-09-25 21:43:40"
8054,"All-school Assembly - Bacich, rehearsal, set-up, performance - take-down, return set to Fairfax","2014-09-25 21:43:40"
8055,"Lycee Francais, Kent MS, Park, Edna Maguire, Rancho","2014-09-25 21:43:40"
8056,"help with bike blender table - Drake HS","2014-09-25 21:43:40"
8057,"San Ramon, Rancho, Edna Maguire, St. Patricks, Bel Aire, Lycee Francais, Kent MS,","2014-09-25 21:43:40"
8058,"San Ramon, Rancho, Edna Maguire, St. Patricks, Bel Aire, Lycee Francais, Kent MS,","2014-09-25 21:43:40"
8059,"organize materials for  helmet safety, bike art, traffic safety, Pedal Power assembly, distribute water bottles to kids","2014-09-25 21:43:40"
8060,"San Ramon - Helmet Safety - 80 students","2014-09-25 21:43:40"
8061,"bike art, contest materials, bike storage issues, class materials, bike Summit conference","2014-09-25 21:43:40"
8062,"research variety of bike ed classes taught & curricula for middle & high school, best practices for rodeos extra stations","2014-09-25 21:43:40"
8063,"Bel Aire Assembly, rodeo,, Riding with Youth, Kent Field trip, Lycee Francais","2014-09-25 21:43:40"
8064,"Rodeo - St. Patricks , all 4th grade students - get U-haul truck previous day, deliver to trailer","2014-09-25 21:43:40"
8065,"Traffic Safety Game, San Ramon, 100 students","2014-09-25 21:43:40"
8066,"Stop, Look, Listen, Lycee francais, 26 students, Traffic Safety Game, 3rd grade, scope campus for rodeo, distribute letterscertificates","2014-09-25 21:43:40"
8067,"Walk Around the block, 26 students","2014-09-25 21:43:40"
8068,"pick up certificates & letters from office, submit receipts","2014-09-25 21:43:40"
8069,"rodeo logistics, materials, timing of calsses","2014-09-25 21:43:40"
8070,"Kent MS -  bikes for field trip, scopetime routeteaching points, shuttle materials, field trip","2014-09-25 21:43:40"
8071,"Lycee, San Ramon, Kent MS","2014-09-25 21:43:40"
8072,"Prep for Basich Pedal Power rehearsal - copied scripts, parent letterphoto release forms, , rehearsal with students, follow-up communication with Sara Salzmann teacher about progress","2014-09-25 21:43:40"
8073,"Met with Aviva to update changes to Middle School bike classes","2014-09-25 21:43:40"
8074,"Follow-up communication with Miller Creek and HamiltonLoma Verde regarding bike distribution event.","2014-09-25 21:43:40"
8075,"Scheduled club meeting with White Hill MS staff and Team Leader -- to do poster art to advertise for Spring Contest","2014-09-25 21:43:40"
8076,"Met with Frances to practice new MS Bike gameshow presentation class.","2014-09-25 21:43:40"
8077,"Attended Kent Student Council meeting to recruit students to help with Spring Contest and prep for presentation at meeting.","2014-09-25 21:43:40"
8078,"Set up equipment & room for Kent Bike presentation class, attended and assisted with class, follow-up review of presentation with AvivaFrances, clean-up,","2014-09-25 21:43:40"
8079,"Prep for White Hill Club meeting including write-up of Contest rules, sign-up sheet for Walkbike Earth day, pick up supplies from office to make posters, round trip travel, conducted club meeting to make & hang posters, and helped students with Contest announcements in classes, Follow-up e-mails to students with solicitation letter for additional raffel prizes.","2014-09-25 21:43:40"
8080,"Follow-up communication with Bacich teacher regarding changes with kids participants, and assigning parts for students.","2014-09-25 21:43:40"
8081,"Kent MS - club meeting to discuss Contest with kids - dates, solicitation for prizes, storage of supplies, confirmed dates of contest with school office.  Follow-up e-mail to students to confirm staffing of tables  solicitation for prizes.","2014-09-25 21:43:40"
8082,"Met with Deb Cole, VP Eric Sabel and Rod Milstead at Drake regarding Carpool program next year.  Met with Drake Website Design students presented Teens Go Green and offered logo contest.  Discussed plans for Drakes Earth Day event. Follow-up e-mails re logo specifications and upcoming Drakes Bike film fest with TGG participation.","2014-09-25 21:43:40"
8083,"Miller Creek Club meeting -- wrap-up meeting to Lexus Eco Challenge, Assembly preperation, and Club ideas for the remainder of the year.","2014-09-25 21:43:40"
8084,"E-mail communication to confirm schedules with Bascich  Drake  Kent for Assembly meetings, classes, and Earth Day","2014-09-25 21:43:40"
8085,"Prep script & permission forms, printing of Benefits and Getting Started and rehearsal at Basich Elementary School for Pedal Power skit.","2014-09-25 21:43:40"
8086,"Kent Middle School Bike Skills classes -  prep with set-up and supplies for class, assisted with class, returned supplies to office, follow-up communication with Team Leader to get feedback.","2014-09-25 21:43:40"
8087,"Wrote articles for e-newsletter Re White Hill ClubContest and Kent Bike Skills classes","2014-09-25 21:43:40"
8088,"Load in from storage and set up for Basich Pedal Power Assembly, dress rehearsal with students and SR2S Instructors","2014-09-25 21:43:40"
8089,"Bacich costume load-in, dress rehearsal, Assembly & Load out","2014-09-25 21:43:40"
8090,"Drake Earth Day  event -- set-up, take down, return items to office -  Bike Blender & supplies","2014-09-25 21:43:40"
8091,"Kent communication with Team Leader regarding upcoming Club Meeting, Contest and Bike Skills classes.","2014-09-25 21:43:40"
8092,"Planning for Earth Day event with Team Leaders from White Hill & Manor.","2014-09-25 21:43:40"
8093,"Recruiting, coordinating schedules, reserving rehearsal rooms, planning announcements, and rehearsal for White Hill Assembly Club Meeting to create posters and advertise for Earth Day - WalkBike to school -- recruited and coordinated Parent volunteers to lead bike group from Drake HS to White Hill","2014-09-25 21:43:40"
8094,"Communciation about plansideas for Mill Valley Middle School","2014-09-25 21:43:40"
8095,"Scheduling and communication of needs with Team Leader regarding Pedal Power Assembly at Loma Verde","2014-09-25 21:43:40"
8096,"Rehearsal Preparation with Miller Creek students for Assembly","2014-09-25 21:43:40"
8097,"Earth Day event with setupbreakdown of tablefood, picture taking and follow-up communication regarding event.","2014-09-25 21:43:40"
8098,"Miller Creek Assembly","2014-09-25 21:43:40"
8099,"Meeting with Aviva to plan for end of year and next year events recap of Assembly, Contest accomplishments and effectiveness per school including alternative plans presented by teacher at Miller Creek.","2014-09-25 21:43:40"
8100,"White Hill Assembly prep and rehearsal with students","2014-09-25 21:43:40"
8101,"Prep and meeting with Kent teacher liaison and Team Leader to plan for next year.  Club meeting to prepare posters with Club for Spring Contest.","2014-09-25 21:43:40"
8102,"Communication and Scheduling of Pedal Power Assembly, Staff Mtg, Kent Meeting with Vice Principal, and White Hill teacher reminders of meetings with Students and upcoming Assembly","2014-09-25 21:43:40"
8103,"Follow-up e-mails to Team Leader regarding up-coming Contest at Kent dates identified and student staffing of tables, and additional prizes.","2014-09-25 21:43:40"
8104,"Follow-up communication with White Hill Team Leader regarding Spring Contest and increased participation at White Hill","2014-09-25 21:43:40"
8105,"Assembly preparation scripts and props for White Hill Assembly rehearsal with students,  full run through with Powerpt. presentation, propsbikes with students.","2014-09-25 21:43:40"
8106,"Miller Creek Club meeting and follow-up meeting with Club Teacher to discuss Spring event to promote walkingbiking tofrom school.","2014-09-25 21:43:40"
8107,"Communication with Kent Middle School Team Leader re meeting with Vice Principal and upcoming contest, communication with Teens regarding additional prizes for contest and next club meeting","2014-09-25 21:43:40"
8108,"Communciation with Drake Club teacher regarding logo contest with students","2014-09-25 21:43:40"
8109,"Laurel Dell, Bicycle Rodeo, 48 students","2014-09-25 21:43:40"
8110,"Cascade Canyon, Bicycle Rodeo, 10 students","2014-09-25 21:43:40"
8111,"e-mail follow-up re scheduling & SR2S programs","2014-09-25 21:43:40"
8112,"Lynwood, Bicycle Rodeo, 80 students","2014-09-25 21:43:40"
8113,"preparing spring school transportation survey materials","2014-09-25 21:43:40"
8114,"e-mailphone follow-up re classes & programs","2014-09-25 21:43:40"
8115,"Kent Middle School, blacktop drills, 18 students","2014-09-25 21:43:40"
8116,"Bel Aire, Bicycle Rodeo, postponed due to rain return of U-Haul truck drop off of empty spray chalk canisters","2014-09-25 21:43:40"
8117,"Lycee Francais, Poster Art for FRM contest, 13 students","2014-09-25 21:43:40"
8118,"research on lice spray for helmets","2014-09-25 21:43:40"
8119,"St. Patricks, Bicycle Rodeo, 24 students","2014-09-25 21:43:40"
8120,"e-mail follow-up re SR2S programming collaboration with colleagues","2014-09-25 21:43:40"
8121,"clarifying schedule with Peggy reviewing calendar","2014-09-25 21:43:40"
8122,"follow-up re Kent Middle School field trip, bike art, etc.","2014-09-25 21:43:40"
8123,"follow-up on extra PP cardsprizes for White Hill","2014-09-25 21:43:40"
8124,"Kent, bike club field trip, 18 students","2014-09-25 21:43:40"
8125,"sent email notice to Dixie Task Force","2014-09-25 21:43:40"
8126,"requested insurance certificate for team leader lunch","2014-09-25 21:43:40"
8127,"Rodeo- Coleman","2014-09-25 21:43:40"
8128,"Hamilton- teen rodeo","2014-09-25 21:43:40"
8129,"Laurel Del Rodeo","2014-09-25 21:43:40"
8130,"MAR invoicetimesheets coord","2014-09-25 21:43:40"
8131,"program budget review, teaching assistants job offers review, monthly progress report edits","2014-09-25 21:43:40"
8132,"contest bike giveaway location coordination","2014-09-25 21:43:40"
8133,"monthly report reviewedits, program budget and AR review","2014-09-25 21:43:40"
8134,"Fairfax walk to school day update","2014-09-25 21:43:40"
8135,"Daily phone calls and emails regarding SR2S program development, brainstorming and implementation","2014-09-25 21:43:40"
8136,"Meeting Notes","2014-09-25 21:43:40"
8137,"Poster Art sesion at Manor Elementary","2014-09-25 21:43:40"
8138,"Ongoing contest support to Team Leaders, prepared several Eblasts to Team Leaders and forwarded to Wendi for review before release, follow-up emails","2014-09-25 21:43:40"
8139,"Eblast meeting notes and follow-up","2014-09-25 21:43:40"
8140,"Ongoing support for team leaders via email and phone for contests, delivered more charms","2014-09-25 21:43:40"
8141,"Prepared and coordinated SR2S monthly invoicing packet to David Parisi","2014-09-25 21:43:40"
8142,"Tam Valley Poster Art class for April  20, filemaker entries for April classes","2014-09-25 21:43:40"
8143,"Daily phone and email communications with the Safe Routes To Schools staff reagrading program development, implementation and brainstorming of ideas.  Responded to backlog of emails after return from vacation.","2014-09-25 21:43:40"
8144,"Database updates","2014-09-25 21:43:40"
8145,"Eblast agendas for upcoming RV and Novato, confirmed Room 107 for April 24","2014-09-25 21:43:40"
8146,"Ongoing spring contest support to team leaders, Earth Day April 22, eblast to Team Leaders, delivered contest supplies","2014-09-25 21:43:40"
8147,"Daily phone, staff conversations and responding to email communications with the Safe Routes To Schools staff reagrading program development, implementation and brainstorming of ideas.","2014-09-25 21:43:40"
8148,"Prepared for and attended the Novato Task Force meeting.  Prepared the meeting notes to forward to Wendi.","2014-09-25 21:43:40"
8149,"Prepared for and attended the RV Task Force meeting.  Drafted the meeting notes to forward to Wendi.","2014-09-25 21:43:40"
8150,"Completed RF notes and forwarded to Wendi for approval.","2014-09-25 21:43:40"
8151,"Follow-up phone calls to Principals and adiministrative assistants regarding school surveys","2014-09-25 21:43:40"
8152,"Ongoing support to Team Leaders for spring contest, supplies coordination","2014-09-25 21:43:40"
8153,"Forwarded Task Force meeting notes via new Comcast ebalst system","2014-09-25 21:43:40"
8154,"Laurl Del Rodeo","2014-09-25 21:43:40"
8155,"Poster Art Class","2014-09-25 21:43:40"
8156,"Tam Valley Poster Art Class","2014-09-25 21:43:40"
8157,"Scheduling classes, teacher communication, staff","2014-09-25 21:43:40"
8158,"contest, sorted- pick-up from school not participating and redelivered supplies","2014-09-25 21:43:40"
8159,"survey prep supplies","2014-09-25 21:43:40"
8160,"MV task force","2014-09-25 21:43:40"
8161,"survey, material prep, post office","2014-09-25 21:43:40"
8162,"Dixie Task Force","2014-09-25 21:43:40"
8163,"communications- emails and phone calls inquires for classes,","2014-09-25 21:43:40"
8164,"team leader year end meeting- researched meeting location","2014-09-25 21:43:40"
8165,"scheduling- contacted schools to schedule classes, updated calendar, scheduled staff, reserve rodeo- update team leaders","2014-09-25 21:43:40"
8166,"ordered-delivered spray paint","2014-09-25 21:43:40"
8167,"communications plan supplies for classes","2014-09-25 21:43:40"
8168,"San Rafael Task Force- notes and distribution","2014-09-25 21:43:40"
8169,"scheduling- contacting schools, order uhaul- staff schedule","2014-09-25 21:43:40"
8170,"contest pick-deliever contest supplies","2014-09-25 21:43:40"
8171,"team leader luncheon site application","2014-09-25 21:43:40"
8172,"scheduling- rodeo- staff- blender, assemblies, calendar update","2014-09-25 21:43:40"
8173,"contest deliver supplies, organize additional supplies  for TL, TL site & Insurance","2014-09-25 21:43:40"
8174,"admin- timesheet for rodeo staff","2014-09-25 21:43:40"
8175,"Dixie- task force notes","2014-09-25 21:43:40"
8176,"Ross valley notice to task force","2014-09-25 21:43:40"
8177,"scheduling, staffing, rodeo u-haul, class documents to teachers","2014-09-25 21:43:40"
8178,"contest- organize and deliver supplies to school","2014-09-25 21:43:40"
8179,"Bel Aire Rodeo","2014-09-25 21:43:40"
