Action_ID,Subtask_IDRef,Name,Description,Inactive_AsOf
7452,45,*,bike blender deliver,
7453,42,*,task force meeting MV,
7454,8,*,"contest supplies, meeting planning",
7455,28,*,"scheduling with staff and schools, assemblies",
7456,14,*,Team Leader meeting planning,
7457,42,*,MV Task Force notes,
7458,42,*,Task Meeting and notes typed,
7459,28,*,scheduling with staff and teachers,
7460,22,*,prepared invoice and reports for December,
7461,43,*,caught up with emails; talked to Laura about meetings this week; San Rafael Earth Day request for presentations,
7462,42,*,prepare agendas for Lagunitas and Paradise Drive meetings; prepare presentations for meetings; develop West marin and Paradise Drive lists and send out PD agenda. Facilitate meetings and followup,
7463,14,*,prepare hands outs for meeing with vice principal; meeting with vp and county evaluators of NMTPP; follow up.,
7464,34,*,receive and enter information on additional surveys to spread sheet.,
7465,31,*,start work on spring newsletter,
7466,42,*,prepare agenda for Mill Valley meeting,
7467,42,*,prepare agenda for dixie,
7468,43,*,"emails and phone calls, staff, team leaders, inquiries, project team",
7469,14,*,"staff meeting agenda; staff meeting on newsletter, scheduling, teen program, special requests",
7470,23,*,"update matrixes for travel plans , prepare matrix for schools in county",
7471,45,*,discussed options for the bike distribution from the Miller Creek program,
7472,14,*,"Prepare agenda for team leader meeting,",
7473,42,*,attend Novato Town council meeting at request of town council rep,
7474,42,*,"agendas for Novato and Ross Valley, follow up for task force meetings from last two weeks",
7475,42,*,contact team leaders without travel plans,
7476,42,*,"Dixie Task Force meeting, phone coversation with task force member who could not attend.; copies of matrix",
7477,42,*,review notes from task force meeting and follow up with team leaders,
7478,42,*,edit Lagunitas noes,
7479,34,*,download and review Manor parent survey,
7480,43,*,"checking emails, responding to requeste for information, staff needs; team leader questions",
7481,8,*,create counts for guidebooks determine who gets walking buses,
7482,14,*,meeting with Laura and Peggy to plan Team Leader meeting and contests,
7483,42,*,make copies for task force meeting,
7484,42,*,"schedule walk audits, prepare San Rafael agenda, prep for meeting",
7485,8,*,"flyers for contests, work with Peggy on distribution",
7486,21,*,feedback form for Faith and Fantasia,
7487,31,*,"prepare questions for Bacich interviews, review Laura's article, conduct interview for Bacich",
7488,14,*,Prepare request for insurance coverage for walking school bus leaders to MCOE,
7489,1,*,meeting with Deb and David on Project team coordination,
7490,42,*,"follow up to task force meetings, updating matrix, travel plans, devveloping proposal for bike giveaway for Novato, sending out forms and information; review task force notes",
7491,31,*,wrote Bacich story and edited other stories,
7492,43,*,"emails on inquiries, team leaders, staff, project team.",
7493,14,*,talked with parent from Park about getting her kids to school from Homestead,
7494,18,*,prep for TAM presentation,
7495,14,*,create Valentine for team leader meeting,
7496,42,*,"San Rafael Task Force meeting, review minutes",
7497,42,*,write letter for radar trailer,
7498,45,*,meeting with Gwen and Aviva on teen program,
7499,43,*,"Ongoing communication re scheduling meeting for PE MS classes, MVMS meeting, Davidson team leader, Update with Gwen re Kent meeting etc…",
7500,45,*,Teaching units in the ecology classes on our program and on applications of scientific knowledge,
7501,45,*,Meeting at Kel's house to work with studetns on bike repair,
7502,45,*,Club meeting at Miller Creek -working on final document to submit for eco-challene,
7503,30,*,"working on teen leadership meeting, i.e.  responding e-mails, writing new letter, finding names to send e-mail",
7504,12,*,"schoolpool program: documenting list of feedback from students, communicating with Deb and phone conversation with Taz etc…",
7505,30,*,"meeting on PE Middle School classes with Laura, Gwen and Heather ,  follow-up writing the summary of the meeting, phone conversation with Frances",
7506,43,*,"CM: miller creek, Next Generation, scheduling meeting with Redwood club presidents, e-mailing re: deb cole and Taz school pool at Hall, portland conference, scheduling meeting MS PE classes",
7507,14,*,"Phone meeting with Gwen re: Team leadership meeting, miller creek final document",
7508,45,*,club meeting - working on final document to submit following meeting.,
7509,45,*,"Club meeting, writing thank you notes, working on document to submit to Novato Task Force",
7510,43,*,"Miller Creek, Heather on PE classes,  YLI, Hill finding teacher, MVMS followup, Joe (Redwood), teen leadership meeting, novato task force follow up, schoolpool program ,",
7511,7,*,"Fileing articles, saving/documenting material used in classes at Redwood,",
7512,45,*,"Preparing for meeting, preparing a marketing package, meeting at MVMS (+biking),",
7513,12,*,"Talking with Deb cole on School pool prep for district meeting, phone conversation with Taz on Redwood school pool and redwood sustainability week, meeting at district office + meeting with Deb and Taz to debrief, + followup",
7514,14,*,Meeting Gwen  Team Leadership meeting and misc on teen program + followup,
7515,43,*,"Redwood scheduling club presentation meeting, PE kent scheduling meeting, following up with Novato district on bike distribution",
7516,14,*,"Staff Meeting, meeting Gwen to go over Redwood club presentation and meeting Next Generation for sustainability week",
7517,29,*,"Meeting Heather, Frances, Gwen to go over PE class questions and marketing plan",
7518,7,*,"Filing documents into server, filing new contact information onto database",
7519,7,*,Update School Pool web page; add new eNews and newsletters.,
7520,7,*,Reinstate nav links to TAM,
7521,7,*,Post eNews online; discuss eNews and computer problems w/ Wendi.,
7522,31,*,Copy edit Spring 09  Safe Routes News,
7523,31,*,Proofread  Spring Safe Routes News,
7524,32,*,"Mary Silviera, Walk Around the Block, Stop, Look, Listen - 60 students",
7525,32,*,Lynwood - Helmet Safety - 75 students,
7526,33,*,Old Mill - Rodeo - 50 students,
7527,32,*,"Loma Verde - Helmet Safety - Stop, Look, Listen; 2 classes not prepared, need to reschedule; 20 students completed SLL (DVD failed)",
7528,28,*,"Loma Verde, Coleman, Rancho, Old Mill, Mary Silviera, Hamilton, Coleman, Rancho, Tam Valley, Kent, Bacich",
7529,45,*,setting up the metal recycking for SQ bike program,
7530,29,*,"Helmet Safety teaching materials, name change for rodeo, MS PE class & gameshow questions",
7531,7,*,"learning and drafting new timesheet template for 2009, gather materials for classes, deliver letters and certificates  & Asimo to Mary Silviera, submit expense report, get w-4 from office, change e-mail address name to Barbour",
7532,43,*,"materials for classes, office dynamics, rodeo title ideas, middle school power point, MS PE classes, renaming rodeos,",
7533,33,*,Rancho - Walk Around the Block - 40 students,
7534,32,*,Rancho - Traffic Safety - 55 students,
7535,32,*,Mary Silviera - deliver & return  DVD for class to view,
7536,28,*,"review calendar for February - May; Rancho, Lynnwood, Mary Silviera, Strawberry, Loma Verde, Ross, St. Anselms",
7537,29,*,"Core prinicples of Safe Cycling, MS 6th Grade trivia questions for Game show",
7538,32,*,"Loma Verde - Stop, Look, Listen - 40 students; helmet safety, 27 students",
7539,32,*,Lynnwood - Traffic Safety - 79 students,
7540,45,*,set up and meet with SQ Bike Program and Action Metal for recycling bike parts and Teens Go Green project,
7541,28,*,"Manor rodeo , Loma Verde rodeo& classes, Hall MS classes",
7542,29,*,"MS class content, , Kids II classes at SVBC",
7543,7,*,"tech support for office/document conversion; , staff meeting",
7544,32,*,"Loma Verde - Helmet Safety, 25 students; Traffic Safety, 50 students",
7545,32,*,"Mary Silviera - Traffic Safety - 25 students, repair demo mat",
7546,7,*,reports and filing,
7547,45,*,"Agenda prep, meeting and followup to Kent Middle School meeting with Team Leaders, VP, Wendi",
7548,45,*,"Met with Peggy : schedules for PE classes at Miller Creek, Kent, and Elementary School Assembly skit",
7549,45,*,Kent Middle School follow-up communication with Team Leaders regarding classes,
7550,45,*,Miller Creek Eco Challenge club meeting:  Discussed Action Plan writing assignments.,
7551,45,*,Miller Creek Bike Repair Workshop with TGG club,
7552,29,*,Meeting with Drake ComAcad to revise Transportation Audio Visual,
7553,45,*,Miller Creek TGG meeting to write Action plan for contest,
7554,45,*,Drop off SR2S Newsletter and pick up DVD of Transportation audio visual at Drake,
7555,29,*,Meeting with SR2S Staff to create Middle School PE classes,
7556,45,*,Communication with Miller Creek regarding Eco-Challen report and next steps for club,
7557,45,*,Communication Kent Middle School to coordinate PE classes,
7558,45,*,Prep for and club meeting at Miller Creek to finish Eco-Challenge report,
7559,45,*,"Final review/edit/coordination of report  for Eco Challenge Action Plan to be submitted for Contest, coordination of bike repair day",
7560,45,*,Communication to Coordinate logistics and schedule for Middle School Bike Skills classes,
7561,45,*,Communication with Staff and organization of workspace at SR2S office,
7562,45,*,Attended Bike Repair event at Miller Creek for Eco-Challenge - Bike Donation project,
7563,45,*,"Communciation with MCBC / Kent / Drake regarding Bike to Work day, and Drake student-led project for MCBC/Teens Go Green",
7564,45,*,"Prep for, travel, and meeting at Mill Valley Middle School.",
7565,45,*,Meeting with Aviva to plan for up-coming Teen Leader meeting,
7566,45,*,"Communication with MCBC, Drake and Kent for Bike to Work day and Drake project for Teens Go Green",
7567,45,*,"Prep for and meeting with Linda Bell - Coordinator of Student Actitivities at White Hill, follow-up communication with Team Leader, Principal, and Linda / Aviva to coordinate dates/ times for Spring Contest, Assembly, Teen Leader Meeting.",
7568,45,*,Coordinate next steps/ meeting date with MVMS,
7569,29,*,Bike Skills Curricula - review of questions for class,
7570,45,*,White Hill coordination of dates,
7571,45,*,"Prep for , meeting and followup discussion with Drake (SEA Disc) Students for MCBC / TGG advertisement project.",
7572,45,*,Flyer and Communication with Kent Middle School for Club Meeting and Bike Skills Classes,
7573,45,*,"Communication with Teen Coordinator and SR2S Team about upcoming meetings, and planning for Teen Leadership meeting",
7574,43,*,Confimration letter to Bacich school and coordination of dates for Pedal Power Assembly,
7575,29,*,Meeting with Instructors to review curriculum for Middle School Bike Skills class,
7576,45,*,Meeting with Drake SEA Disc Students to discuss Advertisment posters for TGG program,
7577,43,*,"Planning meeting with Aviva for  upcoming meetings/events  with Redwood, Kent, and Miller Creek",
7578,45,*,"Communication with Kent about Flyer for PE classes, and survey",
7579,45,*,"Planning for meeting at MC and next steps; discussion with Team Leader about questionnaire modifications and obtaining helmets, schedule meeting with Novato, and timeframe for distributing bikes, follow up on status of funding for Bike helmets",
7580,45,*,"Club meeting at Miller Creek -- travel from office, worked on questionnaire, newsletter for Fast Forward paper, Thank Yous for bike donations, and report to school Council, then met with Team Leaders to discuss next Thurs. meeting",
7581,45,*,Communication with Next Generation about Redwood Mtg. - agenda and solicitation letter composed.,
7582,45,*,"Phone meeting with Kent Team Leader regarding Bike Skills classes, potential club participation at Kent, Parent and Student survey possibilities",
7583,45,*,Review of Teen assembly information/waiver sent by Jim Elliot for national seminar.,
7584,45,*,Contact with Drake Sea Disc students and Joanne about posters created for SR2S and MCBC,
7585,45,*,Contact with MC and Novato School Districts to coordinate distribution of questionnaire and schedule meeting. Communication with Novato police officer regarding funding for bike helmet to be given out with bikes as part ofMC  Eco Challenge project.,
7586,45,*,Reminder invites sent to Teens and Team Leaders/school staff - regarding Teen Leader meeting on March 4th.,
7587,45,*,"Prep for, travel to Redwood Action Club meeting to present Walk/Bike Contest to students.  Follow-up with Team Leader about prizes and participation, and follow-up letter to students/teacher for action steps.",
7588,45,*,"Parent and Student surveys sent with instructions to Kent Team Leader, along with next steps for Walk/Bike Contest",
7589,28,*,Register for LCI training,
7590,45,*,Contacted White Hill teacher to schedule meeting and TGG class in Connections class,
7591,28,*,Planning and scheduling for Pedal Power skit with Frances for Hamilton Elementary school,
7592,33,*,U-Haul pick up & attachment,
7593,43,*,following up with scheduling and SR2S e-mails,
7594,33,*,"Old Mill, Bicycle Rodeo, 55 students; maintenance of rodeo equipment, return of U-Haul",
7595,32,*,"Manor, Stop, Look & Listen, 80 students",
7596,45,*,preparation of materials for meeting on 2/3,
7597,8,*,spanish translations of contest fylers,
7598,45,*,meeting on 6th grade cirriculum & review of revised rap video,
7599,45,*,searching for bike stand for juice peddler,
7600,29,*,rethinking elements of 4th grade classes - Helmet Safety & Bicicycle Rodeo,
7601,28,*,coordinating teaching schedule with Frances & Peggy,
7602,45,*,working on questions for 6th grade cirriculum game,
7603,33,*,"Manor, Walk Around the Block, 40 students (another class was postponed after I already arrived)",
7604,45,*,compiling draft of 6th grade gameshow,
7605,33,*,"Laurel Dell, Walk Around the Block, 20 students",
7606,32,*,"Laurel Dell, Traffic Safety Game, 30 students",
7607,28,*,catching up on scheduling e-mails,
7608,45,*,follow up on 6th grade cirriculum,
7609,32,*,"Lynwood, Stop, Look & Listen, 68 students",
7610,45,*,addition to 6th grade game,
7611,33,*,preparation for Walk Around the Blocks,
7612,33,*,"Rancho, Walk Around the Block, 40 students",
7613,33,*,"Loma Verde, Walk Around the Block, 20 students",
7614,28,*,collaborating with colleagues on class schedule,
7615,29,*,research background on middle school classes,
7616,43,*,"reviewing e-mails related to scheduling, etc.",
7617,45,*,"addition to 6th grade game show, spanish document translation, meeting with Aviva/Gwen/Frances on middle school cirric.",
7618,32,*,"St. Anselm's, Stop, Look & Listen",
7619,32,*,"St. Anselm's, Helmet Safety",
7620,43,*,e-mail follow-up re: scheduling,
7621,45,*,making changes to 6th grade cirriculum based meeting on 2/13,
7622,32,*,"Mary Silveira, Traffic Safety Game, 27 students",
7623,33,*,"Manor, Walk Around the Block, 0 students (rescheduled)",
7624,22,*,JAN timesheets/invoice coord,
7625,7,*,"program budget and staff oversight, monthly progress report edits",
7626,7,*,sidewalk riding clarifications for staff,
7627,8,*,contest prizes grant LOI,
7628,7,*,teen program staffing needs review,
7629,8,*,contest prize coord,
7630,14,*,"Preparation for upcoming team leader meeting on Feb 9, RSVPs, communications with team leaders",
7631,42,*,"Prepared NV Task Force Notes, database updates, eblasted notes via Filemaker",
7632,42,*,"Prepared Dixie TF Notes, Kel - updated TF list, eblasted notes via Filemaker",
7633,43,*,"Daily phone conversations and emails with Wendi, Peggy, Aviva and Gwen regarding program coordination",
7634,8,*,Inventory of supplies,
7635,8,*,"Eblast to team leaders, follow up emails, Good Earth, printed valentines, envelopes, nametags, flowers chocolates, follow-up RSVP phone calls and general preparation for Feb 9 meeting",
7636,10,*,"Researched new images, Spring theme, reorganized and added new slides, added music, revamped ABC slide show",
7637,31,*,February Newsletter - Edits/Jeremy and Eblast to SR2S database,
7638,43,*,"General communications with the team regarding  program planning, Wendi, Peggy, Gwen, Aviva, Joann, Kim, David Harlan",
7639,45,*,"Prep work and meeting at my house regarding White Hill curriculm and strategies.  Gwen, Aviva and Heather.",
7640,14,*,Planning meeting with Wendi and Peggy for team leader meeting,
7641,42,*,Dave Harlan - revised notes,
7642,14,*,"Team Leader Luncheon, set-up, coordination and cleanup, printed and mailed valentines",
7643,43,*,"Daily emails and phone calls, Wendi, Peggy, Aviva, Heather, Gwen and MCBC staff",
7644,31,*,"Pricipal Loma Verde, photo coordination for newsletter",
7645,7,*,Monthly invoicing packet coordinaiton to David Parisi,
7646,14,*,"Prepared spring contest #1 email draft and forwarded to Wendi, eblast and general contact with Team Leaders regarding spring contest support",
7647,42,*,"Eblast TF notes, eblast to update master list, database unsubscribe updates",
7648,30,*,"Golden Apple Award - Kim, graphic",
7649,7,*,"filing, update database",
7650,45,*,Teen questions review,
7651,14,*,Staff meeting and follow-up,
7652,43,*,"Daily communications with SR2S and MCBC regarding program development, phone calls and emials",
7653,42,*,"Incorporated David Harlan's edits to notes, eblast agenda and revised notes",
7654,43,*,Daily phone calls and email coummications with staff about program development,
7655,42,*,"Send emails to TF members, update lists, unsubscribe",
7656,8,*,Ongoing communicataion with team leaders and general support for contests,
7657,8,*,Distribution of contest materials to team leaders,
7658,29,*,Contact Michael Buetler re: Helmet video,
7659,28,*,"scheduling- contact with TL and PE Teachers, update calendar",
7660,42,*,MV Task Force agenda notice,
7661,32,*,rodeo Old Mill,
7662,8,*,contest supplies,
7663,28,*,"scheduling, research new school contacts, send class materals",
7664,8,*,"team leader planning contest, organized supplies, shopping",
7665,42,*,mvtask- agenda out- communications to members,
7666,32,*,rodeo -moved class materials,
7667,8,*,"Team Leader Meeitng-prep, clean-up- contest",
7668,28,*,scheduling - contact with schools,
7669,32,*,contest -orgnize supplies organize for TL not at meeting,
7670,43,*,"communication: team leaders, schools regarding schedule",
7671,42,*,MV Task Force sent meeting notes,
7672,28,*,scheduling- schools contact and staff,
7673,28,*,"Scheduling; confirming with staff, new schools contacted",
7674,43,*,Communications: e-mails to schools requesting class information,
7675,32,*,Contest organize/sort supplies,
7676,14,*,meeting with Kent Middle School assist principal and parents and follow up,
7677,31,*,"edit stories, research infrastructure projects",
7678,43,*,"email to staff, team leaders, project teams, responding to inquiries",
7679,45,*,draft support letter for Miller Creek students,
7680,18,*,Tam Quarterly presentation to board,
7681,42,*,"review task force notes, walkabout scheduling",
7682,22,*,create invoice,
7683,42,*,"Walkabout at Lagunitas School, follow up  and type notes",
7684,31,*,first draft of newsletter - send to copy editor; prepared February 3newsletter,
7685,22,*,prepare monthly reports,
7686,43,*,"checking emails from staff, project team, team leaders, general inquiries",
7687,23,*,"create travel plans for Davidson, coleman, Lynwood and Marin Montessori, update Dixie matrix with Vallecito's input",
7688,42,*,schedule Davidson Walkabout,
7689,14,*,"review slide show, develop CD for team leaders, prepare presentation for meeting, meet with Peggy and Laura to go over final details",
7690,14,*,spoke to Susan Cluff about creating a Tam High Travel Plan and created a plan for her to work from.,
7691,42,*,create agenda for Mill Valley,
7692,21,*,format F&F feedback form,
7693,45,*,response to brainstorming on MS bike skills classes,
7694,14,*,meeting with representatives from Novato Charter school,
7695,31,*,"finailize newsletter and pick graphics for jeremy, review and edit first draft of layout",
7696,14,*,"Team leader meeting including pick up of food, and drop off over trays, discussing team leader issues with laura and Peggy, contest decisions",
7697,43,*,"checking email, answering inquiries,, staff calls,",
7698,11,*,Canal gardens and trails meeting,
7699,14,*,gave guidance to team leader on getting school on board,
7700,42,*,answered questions about Caltrans grant,
7701,42,*,"Mill Valley Task Force meeting, prep and followup",
7702,42,*,review notes,
7703,1,*,meeting with David and Diane on MCF grant,
7704,43,*,"responding to emails, staff and team leader inquiries, bike giveaway",
7705,42,*,"working with Novato charter on getting school in the program and setting up walk audit. Follow up for Vallecito and Mill Valley requests for additional projects for their travel plans, Novato agenda, send out action plan to twin cities again.",
7706,8,*,"create labels for contest volunteers, edit eblast",
7707,23,*,update Mill Valley matrix on travel plan based on comments; update district wide plans with new speed check info.  Update San Rafael Travel plan with bike ped info from City plan.; add data to Tam High Plan,
7708,14,*,phone conversation with Venetia Valley parent about finding a team leader,
7709,42,*,"review notes, update action plan",
7710,11,*,"Canal Gardens and Trails meeting on special event in Canal, follow up",
7711,31,*,review final draft of newsletter; determine quantities,
7712,14,*,assist team leader with contest and travel plan needs,
7713,14,*,"staff meeting on teen bike program, eco challenge, education programs",
7714,1,*,MCF meeting on grant,
7715,43,*,"responding to email from staff, team leaders, task force members, rescheduling walkabout",
7716,11,*,contact people for Canal Gardens and Trails meeting; prepare for meeting,
7717,14,*,"phone call with David re: MCF grant, Caltrans grants",
7718,43,*,"Ongoing communication + schoolpool, volunteers for Bob etc…",
7719,14,*,"Phone conversation with Gwen, catching up on the week's events. Meeting Gwen - preparation for teen leadership meeting and following up on other programs,",
7720,45,*,"Following up with Miller Creek events, bike distribution, phone conversations with Kel and Mike.",
7721,45,*,Meeting stephanie and Tammy for a meeting with Matt (MVMS principal) + follow up debrief,
7722,43,*,"Ongoing communication + trips for kids field trip scheduling, talking to helmet company etc…",
7723,45,*,"organizing teen leadership meeting, buying supplies in office store, visiting san rafael community center, transporting materials to the meeting, leading the meeting etc…",
7724,45,*,"Club meeting, preparing for the event on March 28th, sending Thank you notes etc…",
7725,43,*,"Ongoing communication with Schols, scheduling PE classes at White Hill, preparing for MVMS programs, Hall, San Jose etc…",
7726,7,*,"Organzing computer folders and office matrials, preparing materials for Davidson club meeting",
7727,45,*,"Ordering helmets, scheduling meeting in Hamilton, phone conversation with Kel and later with Gwen. Follow ups…",
7728,45,*,"Club Meeting at Redwood with a follow up meeting with Joe (teacher) to organize the sustanibilty week, follow ups..",
7729,11,*,Meeting Rebecca and Marijana at Next generation to discussRedwood and Davidson,
7730,29,*,Working on the PE class Power Point,
7731,30,*,Meeting at Hamilton for the bike redistribution event + followup. Developing the power point for the PE classes,
7732,43,*,"Ongoing communication including: trips for kids, YLI, next generation, redwood club members, schedulin hamilton meeting, bike pics etc…",
7733,45,*,2 separate Clubs meetings + prep and follow up,
7734,45,*,Club meeting at White hill + teaching at a communication class + prep,
7735,14,*,1Staff meeting,
7736,45,*,Event at Kent to make posters with bike blender + prep,
7737,6,*,"Miller Creek Club event to distribute bikes to Loma Verde / Hamilton families; revised liability waiver, copied photo release forms, loaded supplies (helmets/locks/bike blender/ etc) into van, travel, set-up for event including rodeo, breakdown, returned supplies/bike blender to office.",
7738,7,*,Print employment documents for livescan,
7739,7,*,"Add ""Don't send snail mail"" checkbox to FMP. Post Kent Middle class flyer and forms. Post March eNews. Post EcoChallenge article PDF. Fix Peggy's printing problem.",
7740,7,*,"Set up new user ID's for Laura, Heather, and Frances on STR PC.",
7741,28,*,"review calendars for March, April & May; Strawberry school, Hamilton, Loma Verde, At. Anselm's Miller Creek, San Ramon, Lynnwood, St. Patrick's; Rodeos & Assemblies",
7742,29,*,meet with Gwen to review & rehearse script for Pedal Power assembly; refine for 3 specific age groups; clean & iron costume; obtain props,
7743,45,*,coordinate training for SQ bike progam & giveaway at Hamilton for Miller Creek program,
7744,43,*,"staff training for  assembly coordination, Riding with yourth questions",
7745,32,*,"3 Pedal Power Assemblies: K/1, 2/3, 4/5 all- school attendence",
7746,32,*,"Traffic Safety Game - Strawberry School - 25 student; ride to U haul truck, drive to Fairfax, hook up trailer and return it to Tiburon",
7747,43,*,"Rodeo staffing, U-haul logistics, material deliveries",
7748,29,*,"research & review education materials for helmet safety and crash analysis class, traffic safety class",
7749,28,*,"Loma Verde, Hamilton, St. Anselm's, Pleasant Valley, Bike giveaway staffing, San Ramon Rodeo, classes, Manor class",
7750,7,*,reporting and filing,
7751,33,*,Loma Verde - Walk Around the Block - 20 student,
7752,32,*,Rodeo - St. Anselm's -study policy/debrief with staff,
7753,45,*,"San Quentin Bike program - inventory of available bikes, coordinating traiining of mechanics, purchase new parts, San Marin Green Career Day, Hall MS program/ field trip planning, marketing",
7754,32,*,"Strawberry - call around to cancel rodeo, return trailer, truck,",
7755,32,*,"San Ramon, Stop, Look & Listen - 80+students",
7756,28,*,"Bacich, San Marin, Bel Aire, Manor, Lycee, Park",
7757,45,*,"Bike Program mechanics training, tracking $ for bike parts,  MS curriculum review, gathering materials",
7758,33,*,"Loma Verde - Walk around the block - 20 students get certificates from office, colate & distribute to teachers for 2 classes",
7759,33,*,San Ramon - Walk Around the Block - 80+ students  - distribute letters/certificates - get permission from neighbor to be on property,
7760,43,*,"San Marin Career day, logistics for Loma Verde Rodeo, bike storage, locks for Miller Creek bike doation, extra bikes for Loma Verde & Coleman Rodeos",
7761,29,*,work on coordinating PPT for MS quizz Drive that Bike!,
7762,32,*,Loma Verde Rodeo,
7763,45,*,"pick up locks and communicatine financing of them to staff, for the  Miler Creek bike giveaway",
7764,32,*,"Park School - Helmet Safety, 50 students -",
7765,32,*,Rodeo - Coleman - 75 students,
7766,32,*,Park School - Traffic Safety Game - 50 students,
7767,45,*,"Prep for and attended meeting at Hamilton regarding Bike Donation program, follow-up correspondence with Aviva/ Miller Creek Team regarding results of meeting, revised and sent cover to questionnaire to Hamilton",
7768,45,*,"Follow-up e-mails to Redwood Team Leader, Aviva, and students regarding solicitations for Contest",
7769,45,*,E-mail to schedule meeting with White Hill Connections/Science teacher for TGG club,
7770,45,*,Review of posters and TGG logo with Drake Sea Disc students,
7771,45,*,Teen Coordinator meeting with Aviva to update on events and plan for upcoming TGG annual meeting.,
7772,45,*,"Contact with Linda Bell and Team Leader Lou Goodwin about recruiting White Hill students to TGG meeting, coordinating of carpooling with Lou and Laura Kelly, wrote announcement for White Hill bulletin",
7773,45,*,"Follow-up to Bike Donation meeting at Hamilton/ revised flyer sent to Loma Verde, confirmed next steps with Miller Creek team (e.g. schedule dates for follow-up meeting, researched ording bike helmets).",
7774,45,*,Follow-up conversation with WH Science teacher to recruit students/ make announcements for TGG meeting on March 4th.,
7775,45,*,Added graphics to revised (Spanish) version of flyer for Loma Verde / Hamilton Bike Donation and sent to school Councilors coordinating the distribution event.,
7776,45,*,Follow-up with Redwood club and Aviva regarding solicitation letter and club meeting,
7777,45,*,"Coordination with VP Jenny Walsh, and Team Leaders regarding location for Bike Skills class and field trip.  Revised flyer and registration forms.",
7778,45,*,Miller Creek team coordination of next meeting and plan for club.,
7779,45,*,Follow-up with White Hill Linda Bell and Team Leader for recruitment of students to TGG meeting on March 4th,
7780,45,*,Coordination for LCI of Bike Skills class .,
7781,45,*,Contact with Kent Team Leader about flyer and attendance at TGG meeting on March. 4,
7782,45,*,"Load in and coordination of TGG meeting with Aviva, Laura Kelly, and Peggy Clark.  Preparation for TGG meeting -- created agenda and challenge ""game"" for meeting.",
7783,45,*,Contacted teens from Drake to confirm attendance at TGG meeting and carpool arrangement,
7784,29,*,Meeting with Frances to practice Pedal Power Skit and revision of script for Hamilton school (3 different assemblies with various ages).,
7785,45,*,"Load in, set-up, travel, food purchase and preparation, meeting and load-out for Teens Go Green annual meeting.",
7786,45,*,"White Hill follow-up to Teens Go Green meeting -- discussed participation and event with WH staff - Linda Bell, Calea Hirsh",
7787,45,*,E-mails to Kent contacts regarding posting Bike Skills class flyer and registration form on Web-site.,
7788,45,*,Follow-up e-mail from Redwood students regarding bike band -- getting it to Sustainability festival.,
7789,45,*,Follow-up e-mails to Drake students about TGG meeting and Bike Band for hire,
7790,28,*,"Coordination of Pedal Power Assembly at Neil Cummings, Pleasant Valley,  & Hamilton",
7791,45,*,"Meeting at Miller Creek with Science teacher, Aviva and Team Leader to discuss club's next project, and next steps with Bike Distribution project.",
7792,43,*,"Coordination with Hamilton Teen Leader for Pedal Power mini skit, loaded into van materials and costume for skit",
7793,32,*,"Load in from office, wheels and signs for Pedal Power skit at Hamilton, travel and performance of skit in 3 assemblies, load out of materials back at office.",
7794,45,*,Follow-up with Drake club students regarding Contest and Bike band at event,
7795,45,*,"Follow-up with Redwood club regarding solicitation campaign, letter, and scheduling Bike Band",
7796,28,*,Scheduling and Coordination of Pedal Power event at Bacich -- contact Team Leader about dates and recruitment of students to participate in assembly,
7797,43,*,Communication with Laura Kelly regarding Poster Art slogans,
7798,45,*,Review of Miller Creek student Fast Forward article about Eco-Challenge project,
7799,45,*,Prep for and attendance of Meeting with White Hill Science teacher about up-coming club activities and class.,
7800,45,*,Follow-up regarding flyer and questionnaire distribution at Hamilton and Loma Verde schools for bike distribution.  Coordination of next meeting and bike rodeo event,
7801,45,*,Revised Kent flyer for Bike Skills classes and coodinated the distribution of flyers/ registration forms via web-site and paper distribution with Team Leader and VP Jenny Walsh.,
7802,28,*,Coordination of schedule for Pedal Power Assembly with Peggy for Pleasant Valley,
7803,45,*,Corespondence with Drake Teens regarding booth at Earth Day and Bike Band,
7804,45,*,Final revision to Transit audio visual reminder e-mail to teachers about class.,
7805,45,*,"Contacted Kent for posting Bike classes flyer and registration form via link to SR2S website.  Wrote article for Falcon Flyers to notify students about classes, coordinated with Team Leader to attend Kent with Bike Blender to create posters for Contest and Bike classes.",
7806,45,*,Meeting with Aviva to discuss next steps for Middle schools.,
7807,45,*,"Contacted Team Leader for White Hill regarding Contest dates, food for contest, students to participate in poster making.",
7808,45,*,"Coordination of meeting with Hamilton/ Loma Verde with Team Leaders, SR2S staff and councilors from Hamilton/Loma Verde, e-mail regarding funding for locks",
7809,45,*,Coordinated Kent meetings for Poster Creation and Bike Blender event to promote Bike classes and Contest.,
7810,28,*,Coordinated with peggy for Basic Street Skills class coverage for March 26,
7811,45,*,"Status update with Aviva about Drake car-pool event, upcoming meetings at Davidson and Hamilton/Loma Verde, and Miller Creek trip to Trips for Kids",
7812,45,*,Contacted Linda Bell regarding next meeting with White Hill student club participants in preparation of Contest/Assembly,
7813,28,*,"Coordinated dates with Renee, Peggy and Bacich Team Leader and identify what was needed from TL for up-coming assembly at Bacich",
7814,45,*,Corespondence with Kent Team Leader regarding new  recruit to head-up TGG club.  Plan to schedule meeting.  Reviewed who will participate poster event,
7815,45,*,Staff meeting coordination,
7816,45,*,"Review with Aviva of upcoming events for Miller Creek/Hamilton Bike Give away program, confirmed times for Hamilton meeting,",
