TimeLogProperty_ID,TimeLog_IDRef,ProjPropEnum_IDRef
1886,11938,7
1887,11939,41
1888,11940,51
1889,11941,10
1890,11942,11
1891,11943,11
1892,11948,71
1893,11949,71
1894,11950,7
1895,11953,51
1896,11954,71
1897,11955,71
1898,11956,71
1899,11964,71
1900,11965,71
1901,11966,71
1902,11969,29
1903,11980,91
1904,11981,91
1905,11991,89
1906,12014,91
1907,12015,91
1908,12016,89
1909,12017,91
1910,12018,85
1911,12019,85
1912,12043,85
1913,12044,4
1914,12046,85
1915,12057,92
1916,12058,92
1917,12069,89
1918,12086,88
1919,12087,88
1920,12088,88
1921,12089,92
1922,12090,92
1923,12091,89
1924,12092,89
1925,12093,91
1926,12094,91
1927,12106,88
1928,12121,32
1929,12127,85
1930,12130,48
1931,12137,5
1932,12140,47
1933,12162,85
1934,12163,88
1935,12165,92
1936,12166,89
1937,12167,91
1938,12170,9
1939,12175,88
1940,12182,88
1941,12183,91
1942,12184,51
1943,12187,88
1944,12188,87
1945,12187,89
1946,12187,91
1947,12191,89
1948,12195,92
1949,12196,85
1950,12203,89
1951,12205,93
1952,12206,93
1953,12213,91
1954,12215,42
1955,12221,93
1956,12231,9
1957,12232,9
1958,12248,30
1959,12249,30
1960,12250,30
1961,12259,30
1962,12260,30
1963,12261,30
1964,12266,30
1965,12278,69
1966,12286,31
1967,12287,31
1968,12288,31
1969,12289,7
1970,12290,11
1971,12295,27
1972,12296,31
1973,12297,31
1974,12298,31
1975,12299,31
1976,12300,69
1977,12305,27
1978,12306,27
1979,12307,27
1980,12315,30
1981,12318,30
1982,12319,30
1983,12320,30
1984,12322,30
1985,12323,30
1986,12325,30
1987,12327,30
1988,12328,30
1989,12331,71
1990,12332,69
1991,12334,11
1992,12335,71
1993,12336,7
1994,12337,7
1995,12339,71
1996,12375,85
1997,12392,89
1998,12414,7
1999,12415,7
2000,12416,7
2001,12421,89
2002,12424,88
2003,12425,88
2004,12426,88
2005,12427,88
2006,12428,88
2007,12436,92
2008,12437,92
2009,12444,89
2010,12445,89
2011,12446,89
2012,12447,91
2013,12462,92
2014,12463,88
2015,12464,88
2016,12496,30
2017,12497,30
2018,12498,30
2019,12502,29
2020,12505,43
2021,12507,30
2022,12508,30
2023,12509,30
2024,12514,43
2025,12515,30
2026,12516,43
2027,12521,30
2028,12522,30
2029,12523,28
2030,12524,28
2031,12529,39
2032,12532,33
2033,12533,33
2034,12536,11
2035,12542,49
2036,12543,49
2037,12544,49
2038,12547,39
2039,12548,39
2040,12549,20
2041,12559,39
2042,12566,32
2043,12567,32
2044,12570,32
2045,12572,30
2046,12573,29
2047,12574,30
2048,12576,30
2049,12578,30
2050,12581,30
2051,12582,30
2052,12584,4
2053,12585,30
2054,12586,30
2055,12587,30
2056,12588,4
2057,12589,30
2058,12590,30
2059,12591,30
2060,12594,30
2061,12595,4
2062,12596,28
2063,12598,42
2064,12606,33
2065,12607,25
2066,12608,25
2067,12609,25
2068,12610,25
2069,12611,14
2070,12612,14
2071,12615,33
2072,12616,11
2073,12617,11
2074,12622,30
2075,12623,25
2076,12624,49
2077,12625,49
2078,12626,30
2079,12627,49
2080,12628,49
2081,12632,20
2082,12633,25
2083,12634,32
2084,12635,32
2085,12636,25
2086,12637,25
2087,12638,25
2088,12639,25
2089,12642,32
2090,12643,32
2091,12648,32
2092,12667,93
2093,12668,93
2094,12669,93
2095,12670,94
2096,12672,85
2097,12675,94
2098,12684,85
2099,12686,91
2100,12687,93
2101,12688,89
2102,12704,89
2103,12705,91
2104,12711,85
2105,12727,89
2106,12732,93
2107,12733,88
2108,12744,88
2109,12756,88
2110,12757,92
2111,12773,43
2112,12774,43
2113,12775,43
2114,12779,88
2115,12780,85
2116,12781,85
2117,12795,89
2118,12801,85
2119,12802,94
2120,12803,88
2121,12804,93
2122,12825,89
2123,12827,91
2124,12849,28
2125,12850,28
2126,12851,30
2127,12852,30
2128,12853,30
2129,12854,30
2130,12855,30
2131,12856,30
2132,12869,30
2133,12870,30
2134,12871,30
2135,12878,23
2136,12879,23
2137,12898,39
2138,12899,39
2139,12900,19
2140,12901,49
2141,12902,55
2142,12903,55
2143,12912,39
2144,12913,39
2145,12914,39
2146,12917,33
2147,12918,33
2148,12919,39
2149,12924,55
2150,12925,55
2151,12926,19
2152,12936,55
2153,12937,55
2154,12938,39
2155,12943,30
2156,12944,30
2157,12945,30
2158,12947,30
2159,12950,30
2160,12951,42
2161,12952,30
2162,12953,30
2163,12954,42
2164,12956,30
2165,12958,23
2166,12961,4
2167,12962,23
2168,12964,4
2169,12965,29
2170,12966,42
2171,12968,41
2172,12973,42
2173,12974,30
2174,12975,30
2175,12976,28
2176,12977,42
2177,12979,29
2178,12980,30
2179,12982,28
2180,12985,4
2181,12986,13
2182,12987,25
2183,12988,25
2184,12989,49
2185,12990,49
2186,12992,49
2187,12993,14
2188,12994,14
2189,13006,14
2190,13008,20
2191,13009,20
2192,13012,19
2193,13015,33
2194,13016,55
2195,13025,3
2196,13026,3
2197,13030,39
2198,13031,14
2199,13045,89
2200,13046,89
2201,13047,85
2202,13048,85
2203,13068,89
2204,13078,91
2205,13084,91
2206,13095,89
2207,13111,88
2208,13122,88
2209,13132,88
2210,13133,88
2211,13136,88
2212,13157,6
2213,13158,6
2214,13179,95
2215,13193,95
2216,13194,88
2217,13196,88
2218,13197,88
2219,13198,91
2220,13209,88
2221,13210,88
2222,13211,71
2223,13212,88
2224,13213,88
2225,13218,32
2226,13231,30
2227,13232,23
2228,13249,30
2229,13250,30
2230,13251,28
2231,13252,28
2232,13261,70
2233,13262,4
2234,13280,13
2235,13281,51
2236,13282,51
2237,13290,55
2238,13291,3
2239,13293,51
2240,13294,2
2241,13301,55
2242,13302,2
2243,13306,55
2244,13309,50
2245,13310,69
2246,13311,50
2247,13312,13
2248,13313,28
2249,13314,4
2250,13315,29
2251,13317,4
2252,13318,55
2253,13319,4
2254,13320,55
2255,13321,28
2256,13322,42
2257,13323,30
2258,13324,4
2259,13325,42
2260,13326,42
2261,13332,4
2262,13333,42
2263,13334,28
2264,13335,29
2265,13337,30
2266,13338,13
2267,13339,13
2268,13340,29
2269,13341,28
2270,13342,41
2271,13344,30
2272,13345,4
2273,13347,42
2274,13348,60
2275,13349,29
2276,13350,29
2277,13351,42
2278,13353,4
2279,13355,42
2280,13360,42
2281,13362,30
2282,13363,42
2283,13364,41
2284,13365,31
2285,13368,4
2286,13369,29
2287,13370,60
2288,13371,4
2289,13372,42
2290,13373,30
2291,13376,41
2292,13377,29
2293,13378,30
2294,13379,42
2295,13381,42
2296,13382,30
2297,13383,30
2298,13384,42
2299,13386,30
2300,13387,42
2301,13388,30
2302,13389,30
2303,13390,4
2304,13391,30
2305,13392,4
2306,13393,41
2307,13395,51
2308,13396,14
2309,13399,14
2310,13400,14
2311,13403,14
2312,13404,14
2313,13408,3
2314,13409,3
2315,13410,14
2316,13411,14
2317,13412,51
2318,13413,51
2319,13414,14
2320,13415,14
2321,13420,19
2322,13421,19
2323,13422,3
2324,13423,3
2325,13424,3
2326,13425,3
2327,13426,51
2328,13427,14
2329,13430,14
2330,13431,14
2331,13434,14
2332,13435,14
2333,13439,3
2334,13440,3
2335,13441,14
2336,13442,14
2337,13448,30
2338,13449,30
2339,13450,30
2340,13453,14
2341,13454,14
2342,13455,14
2343,13456,14
2344,13457,14
2345,13468,42
2346,13469,42
2347,13470,38
2348,13471,38
2349,13472,55
2350,13473,55
2351,13476,30
2352,13477,30
2353,13478,30
2354,13479,69
2355,13480,38
2356,13495,89
2357,13496,89
2358,13512,89
2359,13549,91
2360,13562,89
2361,13563,89
2362,13564,91
2363,13573,49
2364,13574,3
2365,13575,55
2366,13576,69
2367,13588,92
2368,13603,85
2369,13604,88
2370,13614,85
2371,13615,88
2372,13617,88
2373,13618,88
2374,13624,92
2375,13629,89
2376,13704,75
2377,13709,88
2378,13710,55
2379,13713,89
2380,13714,88
2381,13727,89
2382,13728,89
2383,13729,88
2384,13730,88
2385,13731,88
2386,13732,6
2387,13740,95
2388,13742,92
2389,13743,92
2390,13744,92
2391,13745,91
2392,13746,91
2393,13754,61
2394,13763,70
2395,13764,42
2396,13766,30
2397,13767,28
2398,13772,30
2399,13773,30
2400,13774,70
2401,13775,23
2402,13776,42
2403,13778,29
2404,13784,30
2405,13785,30
2406,13786,30
2407,13787,4
2408,13788,4
2409,13789,29
2410,13795,20
2411,13797,42
2412,13799,96
2413,13800,19
2414,13803,42
2415,13804,42
2416,13807,31
2417,13808,41
2418,13809,41
2419,13813,29
2420,13821,2
2421,13831,27
2422,13832,27
2423,13833,2
2424,13834,97
2425,13835,97
2426,13836,97
2427,13839,42
2428,13840,42
2429,13842,41
2430,13844,30
2431,13845,4
2432,13847,42
2433,13848,42
2434,13849,4
2435,13850,41
2436,13852,42
2437,13853,29
2438,13854,30
2439,13856,41
2440,13857,42
2441,13859,41
2442,13860,41
2443,13861,29
2444,13862,42
2445,13863,4
2446,13864,4
2447,13865,23
2448,13866,55
2449,13867,30
2450,13869,30
2451,13871,4
2452,13872,42
2453,13874,42
2454,13875,4
2455,13876,4
2456,13877,30
2457,13878,42
2458,13879,29
2459,13880,20
2460,13881,20
2461,13882,14
2462,13883,14
2463,13884,14
2464,13885,38
2465,13886,38
2466,13889,19
2467,13890,19
2468,13897,14
2469,13898,14
2470,13899,42
2471,13900,42
2472,13901,31
2473,13902,31
2474,13908,27
2475,13909,27
2476,13915,42
2477,13916,42
2478,13917,4
2479,13919,42
2480,13920,42
2481,13921,42
2482,13922,85
2483,13924,69
2484,13926,20
2485,13927,31
2486,13945,89
2487,13946,91
2488,13974,89
2489,13975,89
2490,13976,89
2491,13977,91
2492,13978,91
2493,13979,91
2494,13980,91
2495,13993,20
2496,13994,33
2497,13995,32
2498,13996,27
2499,14000,92
2500,14003,88
2501,14004,19
2502,14005,19
2503,14006,19
2504,14014,85
2505,14025,92
2506,14026,92
2507,14027,92
2508,14046,85
2509,14047,91
2510,14053,41
2511,14054,41
2512,14055,4
2513,14056,19
2514,14057,55
2515,14059,31
2516,14060,91
2517,14061,91
2518,14066,89
2519,14073,92
2520,14074,92
2521,14089,6
2522,14094,33
2523,14095,10
2524,14096,7
2525,14097,85
2526,14098,85
2527,14100,51
2528,14103,92
2529,14110,92
2530,14114,71
2531,14115,71
2532,14122,88
2533,14125,85
2534,14129,11
2535,14130,70
2536,14131,70
2537,14132,89
2538,14133,89
2539,14134,91
2540,14136,91
2541,14139,32
2542,14140,89
2543,14143,92
2544,14147,85
2545,14149,91
2546,14158,30
2547,14159,30
2548,14160,28
2549,14161,28
2550,14172,30
2551,14173,30
2552,14174,28
2553,14175,28
2554,14181,70
2555,14182,28
2556,14183,30
2557,14185,42
2558,14186,42
2559,14189,97
2560,14191,1
2561,14192,1
2562,14193,31
2563,14194,1
2564,14203,84
2565,14204,1
2566,14205,1
2567,14206,3
2568,14212,84
2569,14213,84
2570,14214,50
2571,14215,50
2572,14216,32
2573,14224,15
2574,14225,15
2575,14228,4
2576,14229,4
2577,14230,42
2578,14233,30
2579,14234,42
2580,14235,29
2581,14236,42
2582,14237,4
2583,14238,4
2584,14239,31
2585,14240,55
2586,14241,42
2587,14242,30
2588,14244,29
2589,14247,30
2590,14249,14
2591,14250,42
2592,14251,29
2593,14252,55
2594,14254,30
2595,14255,30
2596,14256,30
2597,14258,42
2598,14261,42
2599,14262,28
2600,14263,55
2601,14265,28
2602,14266,30
2603,14267,30
2604,14268,42
2605,14269,28
2606,14270,70
2607,14272,55
2608,14273,55
2609,14280,84
2610,14281,84
2611,14282,84
2612,14283,84
2613,14284,84
2614,14285,84
2615,14286,84
2616,14287,84
2617,14294,84
2618,14298,14
2619,14299,3
2620,14300,3
2621,14301,3
2622,14302,1
2623,14303,1
2624,14304,62
2625,14305,62
2626,14306,1
2627,14307,1
2628,14308,55
2629,14309,62
2630,14310,62
2631,14311,62
2632,14312,32
2633,14313,32
2634,14314,32
2635,14319,28
2636,14320,39
2637,14321,39
2638,14322,50
2639,14323,50
2640,14324,15
2641,14325,15
2642,14326,15
2643,14327,15
2644,14328,15
2645,14334,50
2646,14335,50
2647,14336,84
2648,14337,50
2649,14338,32
2650,14339,39
2651,14340,15
2652,14351,97
2653,14367,91
2654,14368,91
2655,14371,84
2656,14372,14
2657,14382,3
2658,14385,33
2659,14394,85
2660,14396,91
2661,14397,85
2662,14398,15
2663,14402,14
2664,14403,3
2665,14404,1
2666,14405,39
2667,14406,33
2668,14410,97
2669,14417,89
2670,14420,94
2671,14433,14
2672,14434,88
2673,14435,88
2674,14436,94
2675,14437,1
2676,14438,1
2677,14439,33
2678,14447,50
2679,14448,32
2680,14449,87
2681,14450,87
2682,14451,88
2683,14452,89
2684,14453,39
2685,14454,89
2686,14460,88
2687,14461,31
2688,14462,31
2689,14463,84
2690,14464,33
2691,14465,1
2692,14466,50
2693,14470,33
2694,14475,94
2695,14476,85
2696,14481,85
2697,14482,85
2698,14488,94
2699,14493,94
2700,14510,87
2701,14511,87
2702,14512,87
2703,14518,85
2704,14519,88
2705,14520,88
2706,14521,89
2707,14522,89
2708,14523,91
2709,14527,94
2710,14528,87
2711,14535,30
2712,14538,30
2713,14553,70
2714,14559,15
2715,14560,62
2716,14578,17
2717,14595,55
2718,14596,30
2719,14597,42
2720,14598,55
2721,14600,42
2722,14601,30
2723,14602,55
2724,14604,30
2725,14605,4
2726,14607,29
2727,14608,29
2728,14612,29
2729,14619,70
2730,14626,50
2731,14627,50
2732,14633,2
2733,14641,50
2734,14642,50
2735,14651,17
2736,14652,17
2737,14663,85
2738,14672,91
2739,14673,85
2740,14703,2
2741,14710,87
2742,14711,94
2743,14717,88
2744,14723,17
2745,14747,33
2746,14748,2
2747,14755,89
2748,14768,85
2749,14770,88
2750,14772,94
2751,14773,94
2752,14780,91
2753,14791,91
2754,14792,91
2755,14808,91
2756,14972,91
2757,14973,91
2758,15005,29
2759,15012,29
2760,15056,71
2761,15057,71
2762,15063,71
2763,15064,71
2764,15065,71
2765,15066,71
2766,15149,91
2767,15167,94
2768,15168,94
2769,15225,43
2770,15227,28
2771,15228,30
2772,15229,30
2773,15239,28
2774,15240,25
2775,15253,28
2776,15254,26
2777,15286,16
2778,15292,16
2779,15293,16
2780,15294,16
2781,15295,16
2782,15296,16
2783,15302,16
2784,15303,16
2785,15304,16
2786,15305,16
2787,15310,31
2788,15311,31
2789,15312,31
2790,15313,16
2791,15315,11
2792,15316,31
2793,15323,23
2794,15325,4
2795,15326,23
2796,15328,4
2797,15330,4
2798,15332,29
2799,15334,4
2800,15335,23
2801,15339,26
2802,15340,8
2803,15341,23
2804,15342,29
2805,15344,23
2806,15349,42
2807,15350,42
2808,15351,42
2809,15352,23
2810,15353,32
2811,15354,69
2812,15355,43
2813,15357,29
2814,15358,29
2815,15359,26
2816,15361,4
2817,15362,29
2818,15364,42
2819,15365,4
2820,15366,29
2821,15367,32
2822,15367,69
2823,15370,32
2824,15371,4
2825,15372,23
2826,15374,23
2827,15375,4
2828,15376,42
2829,15377,23
2830,15379,23
2831,15381,4
2832,15382,69
2833,15383,69
2834,15384,32
2835,15385,23
2836,15386,4
2837,15389,32
2838,15390,69
2839,15392,23
2840,15393,4
2841,15397,4
2842,15398,42
2843,15399,69
2844,15400,4
2845,15402,42
2846,15405,42
2847,15406,4
2848,15410,23
2849,15411,4
2850,15412,69
2851,15413,29
2852,15426,10
2853,15433,10
2854,15434,10
2855,15435,10
2856,15437,16
2857,15438,16
2858,15443,16
2859,15475,88
2860,15476,88
2861,15494,91
2862,15520,91
2863,15521,92
2864,15534,16
2865,15535,49
2866,15536,69
2867,15550,89
2868,15551,88
2869,15569,85
2870,15570,94
2871,15585,85
2872,15589,16
2873,15608,88
2874,15609,88
2875,15641,88
2876,15642,88
2877,15644,11
2878,15645,6
2879,15646,39
2880,15647,91
2881,15669,91
2882,15692,94
2883,15693,85
2884,15701,4
2885,15703,89
2886,15711,28
2887,15712,26
2888,15713,30
2889,15714,30
2890,15719,30
2891,15720,30
2892,15721,30
2893,15722,26
2894,15723,26
2895,15724,28
2896,15725,28
2897,15730,28
2898,15731,28
2899,15732,26
2900,15733,30
2901,15745,31
2902,15746,43
2903,15749,28
2904,15750,26
2905,15755,31
2906,15756,31
2907,15757,31
2908,15764,16
2909,15765,69
2910,15767,32
2911,15768,23
2912,15769,23
2913,15770,23
2914,15771,23
2915,15779,21
2916,15780,10
2917,15781,11
2918,15783,29
2919,15784,4
2920,15786,69
2921,15787,69
2922,15788,42
2923,15789,26
2924,15791,4
2925,15792,29
2926,15793,42
2927,15794,4
2928,15797,42
2929,15798,23
2930,15799,23
2931,15800,29
2932,15801,4
2933,15802,29
2934,15803,32
2935,15808,4
2936,15809,32
2937,15811,32
2938,15813,29
2939,15814,42
2940,15817,29
2941,15819,29
2942,15820,42
2943,15821,23
2944,15822,29
2945,15823,29
2946,15825,4
2947,15827,42
2948,15830,23
2949,15831,10
2950,15832,23
2951,15834,23
2952,15835,42
2953,15841,42
2954,15843,4
2955,15844,4
2956,15846,42
2957,15848,10
2958,15849,10
2959,15850,26
2960,15851,26
2961,15852,26
2962,15853,84
2963,15854,84
2964,15855,10
2965,15856,10
2966,15859,17
2967,15860,23
2968,15861,23
2969,15864,23
2970,15865,23
2971,15866,23
2972,15867,23
2973,15868,10
2974,15869,10
2975,15870,7
2976,15871,7
2977,15872,10
2978,15873,10
2979,15877,23
2980,15878,10
2981,15890,21
2982,15891,21
2983,15892,21
2984,15893,10
2985,15894,23
2986,15896,31
2987,15897,31
2988,15899,7
2989,15900,7
2990,15901,7
2991,15902,49
2992,15903,49
2993,15904,49
2994,15905,49
2995,15906,49
2996,15921,88
2997,15928,88
2998,15929,88
2999,15945,91
3000,15946,91
3001,15967,91
3002,15968,91
3003,15969,23
3004,15970,23
3005,15971,10
3006,15972,31
3007,15977,94
3008,15978,94
3009,15980,92
3010,15981,89
3011,15988,85
3012,15989,85
3013,15990,92
3014,15991,92
3015,15994,89
3016,16003,23
3017,16013,23
3018,16014,92
3019,16015,89
3020,16019,21
3021,16020,10
3022,16021,31
3023,16022,31
3024,16023,7
3025,16024,51
3026,16025,1
3027,16026,4
3028,16027,50
3029,16028,21
3030,16029,31
3031,16030,31
3032,16031,31
3033,16056,92
3034,16069,41
3035,16074,85
3036,16076,91
3037,16080,89
3038,16083,11
3039,16084,4
3040,16085,4
3041,16086,4
3042,16105,6
3043,16107,91
3044,16108,91
3045,16125,24
3046,16144,43
3047,16145,30
3048,16146,30
3049,16147,30
3050,16148,30
3051,16155,28
3052,16156,26
3053,16159,23
3054,16163,70
3055,16167,26
3056,16168,26
3057,16169,26
3058,16170,28
3059,16172,30
3060,16193,11
3061,16194,11
3062,16195,23
3063,16201,35
3064,16202,49
3065,16203,49
3066,16204,7
3067,16206,11
3068,16207,41
3069,16208,41
3070,16215,49
3071,16216,35
3072,16217,35
3073,16218,7
3074,16226,11
3075,16231,41
3076,16232,41
3077,16233,27
3078,16234,17
3079,16235,69
3080,16236,69
3081,16242,4
3082,16243,42
3083,16247,4
3084,16249,4
3085,16251,23
3086,16252,29
3087,16254,23
3088,16255,29
3089,16256,42
3090,16259,4
3091,16262,4
3092,16264,42
3093,16265,4
3094,16266,42
3095,16268,42
3096,16269,23
3097,16270,29
3098,16272,4
3099,16273,30
3100,16275,23
3101,16278,42
3102,16279,23
3103,16280,23
3104,16283,4
3105,16284,4
3106,16286,42
3107,16287,4
3108,16288,29
3109,16290,42
3110,16291,4
3111,16293,42
3112,16295,70
3113,16297,4
3114,16300,4
3115,16301,23
3116,16302,7
3117,16303,7
3118,16307,11
3119,16308,11
3120,16310,23
3121,16311,23
3122,16312,23
3123,16313,23
3124,16314,23
3125,16318,23
3126,16319,23
3127,16320,23
3128,16321,23
3129,16322,23
3130,16323,23
3131,16324,23
3132,16325,49
3133,16326,49
3134,16327,11
3135,16328,11
3136,16329,11
3137,16330,35
3138,16331,35
3139,16332,49
3140,16333,49
3141,16334,49
3142,16340,23
3143,16341,23
3144,16342,23
3145,16343,23
3146,16344,23
3147,16348,49
3148,16349,49
3149,16350,35
3150,16351,35
3151,16352,35
3152,16353,23
3153,16354,23
3154,16355,70
3155,16356,70
3156,16361,70
3157,16362,70
3158,16363,70
3159,16364,70
3160,16365,70
3161,16366,70
3162,16367,11
3163,16368,70
3164,16369,70
3165,16370,70
3166,16371,70
3167,16372,70
3168,16373,70
3169,16376,4
3170,16377,4
3171,16381,49
3172,16442,11
3173,16443,49
3174,16444,35
3175,16445,13
3176,16471,13
3177,16473,49
3178,16474,23
3179,16483,11
3180,16484,70
3181,16492,70
3182,16493,70
3183,16497,31
3184,16528,6
3185,16570,11
3186,16571,11
3187,16572,11
3188,16573,11
3189,16591,1
3190,16612,23
3191,16613,23
3192,16616,30
3193,16637,27
3194,16638,27
3195,16639,69
3196,16640,69
3197,16641,69
3198,16642,69
3199,16643,69
3200,16644,11
3201,16645,11
3202,16646,11
3203,16663,69
3204,16664,69
3205,16667,4
3206,16669,4
3207,16670,42
3208,16672,23
3209,16675,42
3210,16676,30
3211,16677,23
3212,16678,30
3213,16681,23
3214,16683,4
3215,16684,29
3216,16685,42
3217,16686,4
3218,16687,4
3219,16688,42
3220,16689,42
3221,16693,4
3222,16694,42
3223,16698,23
3224,16699,23
3225,16700,4
3226,16701,4
3227,16703,42
3228,16708,70
3229,16709,70
3230,16710,70
3231,16720,30
3232,16721,30
3233,16726,11
3234,16727,11
3235,16728,11
3236,16729,4
3237,16730,4
3238,16731,11
3239,16732,11
3240,16733,11
3241,16734,11
3242,16737,11
3243,16738,11
3244,16789,30
3245,16790,11
3246,16848,5
3247,16850,51
3248,16859,51
3249,16885,19
3250,16906,30
3251,16907,30
3252,16908,28
3253,16917,30
3254,16918,30
3255,16919,28
3256,16920,28
3257,16928,30
3258,16929,30
3259,16930,30
3260,16931,28
3261,16946,28
3262,16947,43
3263,16951,32
3264,16952,32
3265,16963,71
3266,16967,4
3267,16969,4
3268,16970,28
3269,16973,42
3270,16976,4
3271,16978,29
3272,16979,42
3273,16981,4
3274,16983,42
3275,16986,42
3276,16988,29
3277,16990,4
3278,16991,23
3279,16994,4
3280,16995,4
3281,16996,4
3282,17000,42
3283,17006,23
3284,17007,42
3285,17008,42
3286,17009,29
3287,17010,4
3288,17012,28
3289,17015,33
3290,17016,33
3291,17017,33
3292,17018,33
3293,17019,50
3294,17020,50
3295,17029,33
3296,17030,33
3297,17033,33
3298,17034,33
3299,17035,33
3300,17036,33
3301,17037,50
3302,17038,50
3303,17041,32
3304,17042,32
3305,17043,32
3306,17044,32
3307,17045,32
3308,17046,32
3309,17047,32
3310,17049,11
3311,17050,11
3312,17051,20
3313,17052,20
3314,17054,20
3315,17055,20
3316,17056,20
3317,17109,91
3318,17114,5
3319,17135,23
3320,17136,23
3321,17153,23
3322,17154,23
3323,17155,55
3324,17157,30
3325,17163,26
3326,17184,88
3327,17198,11
3328,17213,88
3329,17227,11
3330,17244,43
3331,17247,30
3332,17253,30
3333,17254,30
3334,17255,30
3335,17256,30
3336,17259,43
3337,17260,28
3338,17261,70
3339,17269,70
3340,17270,70
3341,17271,30
3342,17272,30
3343,17273,38
3344,17275,28
3345,17276,43
3346,17277,43
3347,17283,38
3348,17284,26
3349,17285,26
3350,17287,17
3351,17288,28
3352,17289,28
3353,17290,30
3354,17302,71
3355,17304,15
3356,17306,71
3357,17307,71
3358,17310,71
3359,17311,32
3360,17321,33
3361,17322,33
3362,17323,15
3363,17324,32
3364,17325,71
3365,17326,71
3366,17335,14
3367,17336,14
3368,17337,14
3369,17341,4
3370,17344,42
3371,17345,42
3372,17346,42
3373,17352,4
3374,17353,4
3375,17357,58
3376,17359,23
3377,17360,23
3378,17361,11
3379,17362,23
3380,17363,38
3381,17364,38
3382,17365,38
3383,17367,29
3384,17368,29
3385,17369,4
3386,17370,4
3387,17372,11
3388,17373,11
3389,17376,42
3390,17378,30
3391,17380,29
3392,17381,4
3393,17382,58
3394,17383,42
3395,17384,23
3396,17386,38
3397,17389,11
3398,17390,42
3399,17391,42
3400,17394,4
3401,17396,20
3402,17397,20
3403,17398,20
3404,17399,20
3405,17400,25
3406,17403,25
3407,17405,15
3408,17406,15
3409,17407,15
3410,17408,15
3411,17409,15
3412,17410,15
3413,17411,15
3414,17412,15
3415,17413,25
3416,17414,25
3417,17415,25
3418,17445,91
3419,17446,91
3420,17447,91
3421,17457,91
3422,17458,91
3423,17503,88
3424,17504,89
3425,17505,89
3426,17524,89
3427,17543,85
3428,17544,23
3429,17552,48
3430,17553,48
3431,17554,88
3432,17556,91
3433,17565,53
3434,17568,89
3435,17573,91
3436,17590,91
3437,17591,91
3438,17592,91
3439,17593,89
3440,17594,85
3441,17600,89
3442,17608,85
3443,17633,70
3444,17634,70
3445,17635,70
3446,17641,4
3447,17642,28
3448,17643,30
3449,17644,30
3450,17645,30
3451,17650,30
3452,17651,30
3453,17654,70
3454,17655,70
3455,17656,70
3456,17657,28
3457,17658,28
3458,17659,28
3459,17664,30
3460,17665,30
3461,17666,28
3462,17668,43
3463,17669,43
3464,17670,70
3465,17671,70
3466,17683,7
3467,17685,71
3468,17694,97
3469,17695,97
3470,17696,97
3471,17697,97
3472,17698,97
3473,17699,20
3474,17714,14
3475,17715,14
3476,17716,11
3477,17717,11
3478,17718,97
3479,17719,97
3480,17720,97
3481,17721,17
3482,17722,50
3483,17728,14
3484,17729,7
3485,17731,17
3486,17732,50
3487,17733,17
3488,17739,42
3489,17740,42
3490,17742,29
3491,17743,4
3492,17744,4
3493,17746,38
3494,17749,11
3495,17750,11
3496,17751,11
3497,17752,4
3498,17753,4
3499,17754,4
3500,17755,4
3501,17757,29
3502,17758,29
3503,17760,23
3504,17761,23
3505,17762,23
3506,17763,38
3507,17764,38
3508,17765,42
3509,17766,42
3510,17767,42
3511,17768,42
3512,17771,4
3513,17772,4
3514,17773,42
3515,17774,42
3516,17775,42
3517,17776,42
3518,17777,23
3519,17778,23
3520,17779,23
3521,17780,11
3522,17781,11
3523,17782,11
3524,17783,38
3525,17784,38
3526,17785,30
3527,17786,30
3528,17787,30
3529,17788,4
3530,17789,4
3531,17790,29
3532,17791,42
3533,17792,42
3534,17793,42
3535,17794,42
3536,17795,42
3537,17796,42
3538,17797,4
3539,17798,4
3540,17799,29
3541,17800,29
3542,17802,14
3543,17804,23
3544,17805,23
3545,17806,23
3546,17809,38
3547,17811,29
3548,17812,29
3549,17813,29
3550,17815,4
3551,17816,4
3552,17817,23
3553,17818,23
3554,17819,42
3555,17821,38
3556,17822,25
3557,17823,25
3558,17827,14
3559,17828,14
3560,17832,14
3561,17833,14
3562,17834,7
3563,17835,7
3564,17836,25
3565,17837,25
3566,17841,25
3567,17842,25
3568,17843,97
3569,17844,97
3570,17845,30
3571,17846,30
3572,17847,30
3573,17848,30
3574,17849,55
3575,17850,55
3576,17851,55
3577,17852,55
3578,17853,25
3579,17854,25
3580,17855,5
3581,17856,5
3582,17857,5
3583,17858,7
3584,17859,55
3585,17860,55
3586,17861,42
3587,17862,42
3588,17867,97
3589,17868,30
3590,17869,30
3591,17924,26
3592,17925,26
3593,17927,26
3594,17928,97
3595,17929,26
3596,17930,7
3597,17956,30
3598,17957,88
3599,17958,85
3600,17959,85
3601,17969,7
3602,17974,23
3603,18016,32
3604,18038,11
3605,18039,11
3606,18040,85
3607,18041,88
3608,18042,6
3609,18059,88
3610,18125,33
3611,18127,55
3612,18130,33
3613,18138,25
3614,18139,19
3615,18146,19
3616,18147,19
3617,18148,17
3618,18149,17
3619,18150,32
3620,18151,32
3621,18159,2
3622,18166,55
3623,18167,53
3624,18168,17
3625,18176,42
3626,18177,42
3627,18178,29
3628,18179,29
3629,18180,4
3630,18181,4
