activity_id,description,timestamp
7534,"Rancho - Traffic Safety - 55 students","2009-02-04 00:00:00"
7535,"Mary Silviera - deliver & return  DVD for class to view","2009-02-05 00:00:00"
7536,"review calendar for February - May Rancho, Lynnwood, Mary Silviera, Strawberry, Loma Verde, Ross, St. Anselms","2009-02-09 00:00:00"
7537,"Core prinicples of Safe Cycling, MS 6th Grade trivia questions for Game show","2009-02-09 00:00:00"
7538,"Loma Verde - Stop, Look, Listen - 40 students helmet safety, 27 students","2009-02-09 00:00:00"
7539,"Lynnwood - Traffic Safety - 79 students","2009-02-12 00:00:00"
7540,"set up and meet with SQ Bike Program and Action Metal for recycling bike parts and Teens Go Green project","2009-02-10 00:00:00"
7541,"Manor rodeo , Loma Verde rodeo& classes, Hall MS classes","2009-02-17 00:00:00"
7542,"MS class content, , Kids II classes at SVBC","2009-02-17 00:00:00"
7543,"tech support for officedocument conversion , staff meeting","2009-02-17 00:00:00"
7544,"Loma Verde - Helmet Safety, 25 students Traffic Safety, 50 students","2009-02-23 00:00:00"
7545,"Mary Silviera - Traffic Safety - 25 students, repair demo mat","2009-02-24 00:00:00"
7546,"reports and filing","2009-02-23 00:00:00"
7547,"Agenda prep, meeting and followup to Kent Middle School meeting with Team Leaders, VP, Wendi","2009-01-29 00:00:00"
7548,"Met with Peggy  schedules for PE classes at Miller Creek, Kent, and Elementary School Assembly skit","2009-01-29 00:00:00"
7549,"Kent Middle School follow-up communication with Team Leaders regarding classes","2009-01-30 00:00:00"
7550,"Miller Creek Eco Challenge club meeting  Discussed Action Plan writing assignments.","2009-01-29 00:00:00"
7551,"Miller Creek Bike Repair Workshop with TGG club","2009-01-31 00:00:00"
7552,"Meeting with Drake ComAcad to revise Transportation Audio Visual","2009-02-02 00:00:00"
7553,"Miller Creek TGG meeting to write Action plan for contest","2009-02-02 00:00:00"
7554,"Drop off SR2S Newsletter and pick up DVD of Transportation audio visual at Drake","2009-02-03 00:00:00"
7555,"Meeting with SR2S Staff to create Middle School PE classes","2009-02-03 00:00:00"
7556,"Communication with Miller Creek regarding Eco-Challen report and next steps for club","2009-02-03 00:00:00"
7557,"Communication Kent Middle School to coordinate PE classes","2009-02-03 00:00:00"
7558,"Prep for and club meeting at Miller Creek to finish Eco-Challenge report","2009-02-05 00:00:00"
7559,"Final revieweditcoordination of report  for Eco Challenge Action Plan to be submitted for Contest, coordination of bike repair day","2009-02-06 00:00:00"
7560,"Communication to Coordinate logistics and schedule for Middle School Bike Skills classes","2009-02-06 00:00:00"
7561,"Communication with Staff and organization of workspace at SR2S office","2009-02-06 00:00:00"
7562,"Attended Bike Repair event at Miller Creek for Eco-Challenge - Bike Donation project","2009-02-07 00:00:00"
7563,"Communciation with MCBC  Kent  Drake regarding Bike to Work day, and Drake student-led project for MCBCTeens Go Green","2009-02-09 00:00:00"
7564,"Prep for, travel, and meeting at Mill Valley Middle School.","2009-02-10 00:00:00"
7565,"Meeting with Aviva to plan for up-coming Teen Leader meeting","2009-02-10 00:00:00"
7566,"Communication with MCBC, Drake and Kent for Bike to Work day and Drake project for Teens Go Green","2009-02-10 00:00:00"
7567,"Prep for and meeting with Linda Bell - Coordinator of Student Actitivities at White Hill, follow-up communication with Team Leader, Principal, and Linda  Aviva to coordinate dates times for Spring Contest, Assembly, Teen Leader Meeting.","2009-02-11 00:00:00"
7568,"Coordinate next steps meeting date with MVMS","2009-02-11 00:00:00"
7569,"Bike Skills Curricula - review of questions for class","2009-02-11 00:00:00"
7570,"White Hill coordination of dates","2009-02-12 00:00:00"
7571,"Prep for , meeting and followup discussion with Drake SEA Disc Students for MCBC  TGG advertisement project.","2009-02-16 00:00:00"
7572,"Flyer and Communication with Kent Middle School for Club Meeting and Bike Skills Classes","2009-02-17 00:00:00"
7573,"Communication with Teen Coordinator and SR2S Team about upcoming meetings, and planning for Teen Leadership meeting","2009-02-18 00:00:00"
7574,"Confimration letter to Bacich school and coordination of dates for Pedal Power Assembly","2009-02-17 00:00:00"
7575,"Meeting with Instructors to review curriculum for Middle School Bike Skills class","2009-02-20 00:00:00"
7576,"Meeting with Drake SEA Disc Students to discuss Advertisment posters for TGG program","2009-02-20 00:00:00"
7577,"Planning meeting with Aviva for  upcoming meetingsevents  with Redwood, Kent, and Miller Creek","2009-02-20 00:00:00"
7578,"Communication with Kent about Flyer for PE classes, and survey","2009-02-23 00:00:00"
7579,"Planning for meeting at MC and next steps discussion with Team Leader about questionnaire modifications and obtaining helmets, schedule meeting with Novato, and timeframe for distributing bikes, follow up on status of funding for Bike helmets","2009-02-23 00:00:00"
7580,"Club meeting at Miller Creek -- travel from office, worked on questionnaire, newsletter for Fast Forward paper, Thank Yous for bike donations, and report to school Council, then met with Team Leaders to discuss next Thurs. meeting","2009-02-23 00:00:00"
7581,"Communication with Next Generation about Redwood Mtg. - agenda and solicitation letter composed.","2009-02-23 00:00:00"
7582,"Phone meeting with Kent Team Leader regarding Bike Skills classes, potential club participation at Kent, Parent and Student survey possibilities","2009-02-24 00:00:00"
7583,"Review of Teen assembly informationwaiver sent by Jim Elliot for national seminar.","2009-02-24 00:00:00"
7584,"Contact with Drake Sea Disc students and Joanne about posters created for SR2S and MCBC","2009-02-24 00:00:00"
7585,"Contact with MC and Novato School Districts to coordinate distribution of questionnaire and schedule meeting. Communication with Novato police officer regarding funding for bike helmet to be given out with bikes as part ofMC  Eco Challenge project.","2009-02-24 00:00:00"
7586,"Reminder invites sent to Teens and Team Leadersschool staff - regarding Teen Leader meeting on March 4th.","2009-02-25 00:00:00"
7587,"Prep for, travel to Redwood Action Club meeting to present WalkBike Contest to students.  Follow-up with Team Leader about prizes and participation, and follow-up letter to studentsteacher for action steps.","2009-02-25 00:00:00"
7588,"Parent and Student surveys sent with instructions to Kent Team Leader, along with next steps for WalkBike Contest","2009-02-25 00:00:00"
7589,"Register for LCI training","2009-02-25 00:00:00"
7590,"Contacted White Hill teacher to schedule meeting and TGG class in Connections class","2009-02-25 00:00:00"
7591,"Planning and scheduling for Pedal Power skit with Frances for Hamilton Elementary school","2009-02-25 00:00:00"
7592,"U-Haul pick up & attachment","2009-01-27 00:00:00"
7593,"following up with scheduling and SR2S e-mails","2009-01-29 00:00:00"
7594,"Old Mill, Bicycle Rodeo, 55 students maintenance of rodeo equipment, return of U-Haul","2009-01-30 00:00:00"
7595,"Manor, Stop, Look & Listen, 80 students","2009-02-02 00:00:00"
7596,"preparation of materials for meeting on 23","2009-02-02 00:00:00"
7597,"spanish translations of contest fylers","2009-02-02 00:00:00"
7598,"meeting on 6th grade cirriculum & review of revised rap video","2009-02-03 00:00:00"
7599,"searching for bike stand for juice peddler","2009-02-03 00:00:00"
7600,"rethinking elements of 4th grade classes - Helmet Safety & Bicicycle Rodeo","2009-02-03 00:00:00"
7601,"coordinating teaching schedule with Frances & Peggy","2009-02-03 00:00:00"
7602,"working on questions for 6th grade cirriculum game","2009-02-05 00:00:00"
7603,"Manor, Walk Around the Block, 40 students another class was postponed after I already arrived","2009-02-09 00:00:00"
7604,"compiling draft of 6th grade gameshow","2009-02-09 00:00:00"
7605,"Laurel Dell, Walk Around the Block, 20 students","2009-02-10 00:00:00"
7606,"Laurel Dell, Traffic Safety Game, 30 students","2009-02-10 00:00:00"
7607,"catching up on scheduling e-mails","2009-02-10 00:00:00"
7608,"follow up on 6th grade cirriculum","2009-02-10 00:00:00"
7609,"Lynwood, Stop, Look & Listen, 68 students","2009-02-11 00:00:00"
7610,"addition to 6th grade game","2009-02-11 00:00:00"
7611,"preparation for Walk Around the Blocks","2009-02-11 00:00:00"
7612,"Rancho, Walk Around the Block, 40 students","2009-02-12 00:00:00"
7613,"Loma Verde, Walk Around the Block, 20 students","2009-02-12 00:00:00"
7614,"collaborating with colleagues on class schedule","2009-02-12 00:00:00"
7615,"research background on middle school classes","2009-02-16 00:00:00"
7616,"reviewing e-mails related to scheduling, etc.","2009-02-17 00:00:00"
7617,"addition to 6th grade game show, spanish document translation, meeting with AvivaGwenFrances on middle school cirric.","2009-02-17 00:00:00"
7618,"St. Anselms, Stop, Look & Listen","2009-02-23 00:00:00"
7619,"St. Anselms, Helmet Safety","2009-02-23 00:00:00"
7620,"e-mail follow-up re scheduling","2009-02-23 00:00:00"
7621,"making changes to 6th grade cirriculum based meeting on 213","2009-02-23 00:00:00"
7622,"Mary Silveira, Traffic Safety Game, 27 students","2009-02-24 00:00:00"
7623,"Manor, Walk Around the Block, 0 students rescheduled","2009-02-24 00:00:00"
7624,"JAN timesheetsinvoice coord","2009-01-29 00:00:00"
7625,"program budget and staff oversight, monthly progress report edits","2009-02-03 00:00:00"
7626,"sidewalk riding clarifications for staff","2009-02-10 00:00:00"
7627,"contest prizes grant LOI","2009-02-11 00:00:00"
7628,"teen program staffing needs review","2009-02-19 00:00:00"
7629,"contest prize coord","2009-02-18 00:00:00"
7630,"Preparation for upcoming team leader meeting on Feb 9, RSVPs, communications with team leaders","2009-01-29 00:00:00"
7631,"Prepared NV Task Force Notes, database updates, eblasted notes via Filemaker","2009-01-29 00:00:00"
7632,"Prepared Dixie TF Notes, Kel - updated TF list, eblasted notes via Filemaker","2009-01-29 00:00:00"
7633,"Daily phone conversations and emails with Wendi, Peggy, Aviva and Gwen regarding program coordination","2009-01-29 00:00:00"
7634,"Inventory of supplies","2009-01-30 00:00:00"
7635,"Eblast to team leaders, follow up emails, Good Earth, printed valentines, envelopes, nametags, flowers chocolates, follow-up RSVP phone calls and general preparation for Feb 9 meeting","2009-02-02 00:00:00"
7636,"Researched new images, Spring theme, reorganized and added new slides, added music, revamped ABC slide show","2009-02-02 00:00:00"
7637,"February Newsletter - EditsJeremy and Eblast to SR2S database","2009-02-05 00:00:00"
7638,"General communications with the team regarding  program planning, Wendi, Peggy, Gwen, Aviva, Joann, Kim, David Harlan","2009-02-02 00:00:00"
7639,"Prep work and meeting at my house regarding White Hill curriculm and strategies.  Gwen, Aviva and Heather.","2009-02-03 00:00:00"
7640,"Planning meeting with Wendi and Peggy for team leader meeting","2009-02-05 00:00:00"
7641,"Dave Harlan - revised notes","2009-02-05 00:00:00"
7642,"Team Leader Luncheon, set-up, coordination and cleanup, printed and mailed valentines","2009-02-09 00:00:00"
7643,"Daily emails and phone calls, Wendi, Peggy, Aviva, Heather, Gwen and MCBC staff","2009-02-09 00:00:00"
7644,"Pricipal Loma Verde, photo coordination for newsletter","2009-02-11 00:00:00"
7645,"Monthly invoicing packet coordinaiton to David Parisi","2009-02-18 00:00:00"
7646,"Prepared spring contest 1 email draft and forwarded to Wendi, eblast and general contact with Team Leaders regarding spring contest support","2009-02-16 00:00:00"
7647,"Eblast TF notes, eblast to update master list, database unsubscribe updates","2009-02-16 00:00:00"
7648,"Golden Apple Award - Kim, graphic","2009-02-17 00:00:00"
7649,"filing, update database","2009-02-17 00:00:00"
7650,"Teen questions review","2009-02-17 00:00:00"
7651,"Staff meeting and follow-up","2009-02-20 00:00:00"
7652,"Daily communications with SR2S and MCBC regarding program development, phone calls and emials","2009-02-16 00:00:00"
7653,"Incorporated David Harlans edits to notes, eblast agenda and revised notes","2009-02-19 00:00:00"
7654,"Daily phone calls and email coummications with staff about program development","2009-02-23 00:00:00"
7655,"Send emails to TF members, update lists, unsubscribe","2009-02-23 00:00:00"
7656,"Ongoing communicataion with team leaders and general support for contests","2009-02-23 00:00:00"
7657,"Distribution of contest materials to team leaders","2009-02-24 00:00:00"
7658,"Contact Michael Buetler re Helmet video","2009-02-24 00:00:00"
7659,"scheduling- contact with TL and PE Teachers, update calendar","2009-01-29 00:00:00"
7660,"MV Task Force agenda notice","2009-01-29 00:00:00"
7661,"rodeo Old Mill","2009-01-30 00:00:00"
7662,"contest supplies","2009-01-30 00:00:00"
7663,"scheduling, research new school contacts, send class materals","2009-02-02 00:00:00"
7664,"team leader planning contest, organized supplies, shopping","2009-02-03 00:00:00"
7665,"mvtask- agenda out- communications to members","2009-02-04 00:00:00"
7666,"rodeo -moved class materials","2009-02-06 00:00:00"
7667,"Team Leader Meeitng-prep, clean-up- contest","2009-02-09 00:00:00"
7668,"scheduling - contact with schools","2009-02-09 00:00:00"
7669,"contest -orgnize supplies organize for TL not at meeting","2009-02-11 00:00:00"
7670,"communication team leaders, schools regarding schedule","2009-02-16 00:00:00"
7671,"MV Task Force sent meeting notes","2009-02-17 00:00:00"
7672,"scheduling- schools contact and staff","2009-02-17 00:00:00"
7673,"Scheduling confirming with staff, new schools contacted","2009-02-23 00:00:00"
7674,"Communications e-mails to schools requesting class information","2009-02-23 00:00:00"
7675,"Contest organizesort supplies","2009-02-24 00:00:00"
7676,"meeting with Kent Middle School assist principal and parents and follow up","2009-01-29 00:00:00"
7677,"edit stories, research infrastructure projects","2009-01-29 00:00:00"
7678,"email to staff, team leaders, project teams, responding to inquiries","2009-01-29 00:00:00"
7679,"draft support letter for Miller Creek students","2009-01-29 00:00:00"
7680,"Tam Quarterly presentation to board","2009-01-29 00:00:00"
7681,"review task force notes, walkabout scheduling","2009-01-30 00:00:00"
7682,"create invoice","2009-01-30 00:00:00"
7683,"Walkabout at Lagunitas School, follow up  and type notes","2009-02-02 00:00:00"
7684,"first draft of newsletter - send to copy editor prepared February 3newsletter","2009-02-02 00:00:00"
7685,"prepare monthly reports","2009-02-02 00:00:00"
7686,"checking emails from staff, project team, team leaders, general inquiries","2009-02-02 00:00:00"
7687,"create travel plans for Davidson, coleman, Lynwood and Marin Montessori, update Dixie matrix with Vallecitos input","2009-02-03 00:00:00"
7688,"schedule Davidson Walkabout","2009-02-03 00:00:00"
7689,"review slide show, develop CD for team leaders, prepare presentation for meeting, meet with Peggy and Laura to go over final details","2009-02-03 00:00:00"
7690,"spoke to Susan Cluff about creating a Tam High Travel Plan and created a plan for her to work from.","2009-02-03 00:00:00"
7691,"create agenda for Mill Valley","2009-02-04 00:00:00"
7692,"format F&F feedback form","2009-02-04 00:00:00"
7693,"response to brainstorming on MS bike skills classes","2009-02-05 00:00:00"
7694,"meeting with representatives from Novato Charter school","2009-02-05 00:00:00"
7695,"finailize newsletter and pick graphics for jeremy, review and edit first draft of layout","2009-02-09 00:00:00"
7696,"Team leader meeting including pick up of food, and drop off over trays, discussing team leader issues with laura and Peggy, contest decisions","2009-02-09 00:00:00"
7697,"checking email, answering inquiries,, staff calls,","2009-02-09 00:00:00"
7698,"Canal gardens and trails meeting","2009-02-10 00:00:00"
7699,"gave guidance to team leader on getting school on board","2009-02-10 00:00:00"
7700,"answered questions about Caltrans grant","2009-02-10 00:00:00"
7701,"Mill Valley Task Force meeting, prep and followup","2009-02-11 00:00:00"
7702,"review notes","2009-02-12 00:00:00"
7703,"meeting with David and Diane on MCF grant","2009-02-13 00:00:00"
7704,"responding to emails, staff and team leader inquiries, bike giveaway","2009-02-16 00:00:00"
7705,"working with Novato charter on getting school in the program and setting up walk audit. Follow up for Vallecito and Mill Valley requests for additional projects for their travel plans, Novato agenda, send out action plan to twin cities again.","2009-02-16 00:00:00"
7706,"create labels for contest volunteers, edit eblast","2009-02-16 00:00:00"
7707,"update Mill Valley matrix on travel plan based on comments update district wide plans with new speed check info.  Update San Rafael Travel plan with bike ped info from City plan. add data to Tam High Plan","2009-02-16 00:00:00"
7708,"phone conversation with Venetia Valley parent about finding a team leader","2009-02-16 00:00:00"
7709,"review notes, update action plan","2009-02-16 00:00:00"
7710,"Canal Gardens and Trails meeting on special event in Canal, follow up","2009-02-18 00:00:00"
7711,"review final draft of newsletter determine quantities","2009-02-19 00:00:00"
7712,"assist team leader with contest and travel plan needs","2009-02-19 00:00:00"
7713,"staff meeting on teen bike program, eco challenge, education programs","2009-02-20 00:00:00"
7714,"MCF meeting on grant","2009-02-20 00:00:00"
7715,"responding to email from staff, team leaders, task force members, rescheduling walkabout","2009-02-23 00:00:00"
7716,"contact people for Canal Gardens and Trails meeting prepare for meeting","2009-02-23 00:00:00"
7717,"phone call with David re MCF grant, Caltrans grants","2009-02-23 00:00:00"
7718,"Ongoing communication  schoolpool, volunteers for Bob etc","2009-02-26 00:00:00"
7719,"Phone conversation with Gwen, catching up on the weeks events. Meeting Gwen - preparation for teen leadership meeting and following up on other programs,","2009-02-26 00:00:00"
7720,"Following up with Miller Creek events, bike distribution, phone conversations with Kel and Mike.","2009-02-26 00:00:00"
7721,"Meeting stephanie and Tammy for a meeting with Matt MVMS principal  follow up debrief","2009-02-27 00:00:00"
7722,"Ongoing communication  trips for kids field trip scheduling, talking to helmet company etc","2009-03-02 00:00:00"
7723,"organizing teen leadership meeting, buying supplies in office store, visiting san rafael community center, transporting materials to the meeting, leading the meeting etc","2009-03-02 00:00:00"
7724,"Club meeting, preparing for the event on March 28th, sending Thank you notes etc","2009-03-05 00:00:00"
7725,"Ongoing communication with Schols, scheduling PE classes at White Hill, preparing for MVMS programs, Hall, San Jose etc","2009-03-09 00:00:00"
7726,"Organzing computer folders and office matrials, preparing materials for Davidson club meeting","2009-03-09 00:00:00"
7727,"Ordering helmets, scheduling meeting in Hamilton, phone conversation with Kel and later with Gwen. Follow ups","2009-03-10 00:00:00"
7728,"Club Meeting at Redwood with a follow up meeting with Joe teacher to organize the sustanibilty week, follow ups..","2009-03-11 00:00:00"
7729,"Meeting Rebecca and Marijana at Next generation to discussRedwood and Davidson","2009-03-11 00:00:00"
7730,"Working on the PE class Power Point","2009-03-12 00:00:00"
7731,"Meeting at Hamilton for the bike redistribution event  followup. Developing the power point for the PE classes","2009-03-17 00:00:00"
7732,"Ongoing communication including trips for kids, YLI, next generation, redwood club members, schedulin hamilton meeting, bike pics etc","2009-03-17 00:00:00"
7733,"2 separate Clubs meetings  prep and follow up","2009-03-17 00:00:00"
7734,"Club meeting at White hill  teaching at a communication class  prep","2009-03-19 00:00:00"
7735,"1Staff meeting","2009-03-20 00:00:00"
7736,"Event at Kent to make posters with bike blender  prep","2009-03-20 00:00:00"
7737,"Miller Creek Club event to distribute bikes to Loma Verde  Hamilton families revised liability waiver, copied photo release forms, loaded supplies helmetslocksbike blender etc into van, travel, set-up for event including rodeo, breakdown, returned suppliesbike blender to office.","2009-03-28 00:00:00"
7738,"Print employment documents for livescan","2009-03-03 00:00:00"
7739,"Add Dont send snail mail checkbox to FMP. Post Kent Middle class flyer and forms. Post March eNews. Post EcoChallenge article PDF. Fix Peggys printing problem.","2009-03-10 00:00:00"
7740,"Set up new user IDs for Laura, Heather, and Frances on STR PC.","2009-03-20 00:00:00"
7741,"review calendars for March, April & May Strawberry school, Hamilton, Loma Verde, At. Anselms Miller Creek, San Ramon, Lynnwood, St. Patricks Rodeos & Assemblies","2009-03-02 00:00:00"
7742,"meet with Gwen to review & rehearse script for Pedal Power assembly refine for 3 specific age groups clean & iron costume obtain props","2009-03-03 00:00:00"
7743,"coordinate training for SQ bike progam & giveaway at Hamilton for Miller Creek program","2009-03-04 00:00:00"
7744,"staff training for  assembly coordination, Riding with yourth questions","2009-03-04 00:00:00"
7745,"3 Pedal Power Assemblies K1, 23, 45 all- school attendence","2009-03-06 00:00:00"
7746,"Traffic Safety Game - Strawberry School - 25 student ride to U haul truck, drive to Fairfax, hook up trailer and return it to Tiburon","2009-03-09 00:00:00"
7747,"Rodeo staffing, U-haul logistics, material deliveries","2009-03-09 00:00:00"
7748,"research & review education materials for helmet safety and crash analysis class, traffic safety class","2009-03-10 00:00:00"
7749,"Loma Verde, Hamilton, St. Anselms, Pleasant Valley, Bike giveaway staffing, San Ramon Rodeo, classes, Manor class","2009-03-10 00:00:00"
7750,"reporting and filing","2009-03-10 00:00:00"
7751,"Loma Verde - Walk Around the Block - 20 student","2009-03-11 00:00:00"
7752,"Rodeo - St. Anselms -study policydebrief with staff","2009-03-12 00:00:00"
7753,"San Quentin Bike program - inventory of available bikes, coordinating traiining of mechanics, purchase new parts, San Marin Green Career Day, Hall MS program field trip planning, marketing","2009-03-13 00:00:00"
7754,"Strawberry - call around to cancel rodeo, return trailer, truck,","2009-03-16 00:00:00"
7755,"San Ramon, Stop, Look & Listen - 80students","2009-03-16 00:00:00"
7756,"Bacich, San Marin, Bel Aire, Manor, Lycee, Park","2009-03-17 00:00:00"
7757,"Bike Program mechanics training, tracking  for bike parts,  MS curriculum review, gathering materials","2009-03-17 00:00:00"
7758,"Loma Verde - Walk around the block - 20 students get certificates from office, colate & distribute to teachers for 2 classes","2009-03-23 00:00:00"
7759,"San Ramon - Walk Around the Block - 80 students  - distribute letterscertificates - get permission from neighbor to be on property","2009-03-23 00:00:00"
7760,"San Marin Career day, logistics for Loma Verde Rodeo, bike storage, locks for Miller Creek bike doation, extra bikes for Loma Verde & Coleman Rodeos","2009-03-23 00:00:00"
7761,"work on coordinating PPT for MS quizz Drive that Bike","2009-03-24 00:00:00"
7762,"Loma Verde Rodeo","2009-03-25 00:00:00"
7763,"pick up locks and communicatine financing of them to staff, for the  Miler Creek bike giveaway","2009-03-25 00:00:00"
7764,"Park School - Helmet Safety, 50 students -","2009-03-26 00:00:00"
7765,"Rodeo - Coleman - 75 students","2009-03-27 00:00:00"
7766,"Park School - Traffic Safety Game - 50 students","2009-03-30 00:00:00"
7767,"Prep for and attended meeting at Hamilton regarding Bike Donation program, follow-up correspondence with Aviva Miller Creek Team regarding results of meeting, revised and sent cover to questionnaire to Hamilton","2009-02-26 00:00:00"
7768,"Follow-up e-mails to Redwood Team Leader, Aviva, and students regarding solicitations for Contest","2009-02-26 00:00:00"
7769,"E-mail to schedule meeting with White Hill ConnectionsScience teacher for TGG club","2009-02-26 00:00:00"
7770,"Review of posters and TGG logo with Drake Sea Disc students","2009-02-26 00:00:00"
7771,"Teen Coordinator meeting with Aviva to update on events and plan for upcoming TGG annual meeting.","2009-02-27 00:00:00"
7772,"Contact with Linda Bell and Team Leader Lou Goodwin about recruiting White Hill students to TGG meeting, coordinating of carpooling with Lou and Laura Kelly, wrote announcement for White Hill bulletin","2009-02-27 00:00:00"
7773,"Follow-up to Bike Donation meeting at Hamilton revised flyer sent to Loma Verde, confirmed next steps with Miller Creek team e.g. schedule dates for follow-up meeting, researched ording bike helmets.","2009-02-27 00:00:00"
7774,"Follow-up conversation with WH Science teacher to recruit students make announcements for TGG meeting on March 4th.","2009-03-01 00:00:00"
7775,"Added graphics to revised Spanish version of flyer for Loma Verde  Hamilton Bike Donation and sent to school Councilors coordinating the distribution event.","2009-03-01 00:00:00"
7776,"Follow-up with Redwood club and Aviva regarding solicitation letter and club meeting","2009-03-02 00:00:00"
7777,"Coordination with VP Jenny Walsh, and Team Leaders regarding location for Bike Skills class and field trip.  Revised flyer and registration forms.","2009-03-02 00:00:00"
7778,"Miller Creek team coordination of next meeting and plan for club.","2009-03-02 00:00:00"
7779,"Follow-up with White Hill Linda Bell and Team Leader for recruitment of students to TGG meeting on March 4th","2009-03-02 00:00:00"
7780,"Coordination for LCI of Bike Skills class .","2009-03-03 00:00:00"
7781,"Contact with Kent Team Leader about flyer and attendance at TGG meeting on March. 4","2009-03-03 00:00:00"
7782,"Load in and coordination of TGG meeting with Aviva, Laura Kelly, and Peggy Clark.  Preparation for TGG meeting -- created agenda and challenge game for meeting.","2009-03-03 00:00:00"
7783,"Contacted teens from Drake to confirm attendance at TGG meeting and carpool arrangement","2009-03-03 00:00:00"
7784,"Meeting with Frances to practice Pedal Power Skit and revision of script for Hamilton school 3 different assemblies with various ages.","2009-03-03 00:00:00"
7785,"Load in, set-up, travel, food purchase and preparation, meeting and load-out for Teens Go Green annual meeting.","2009-03-04 00:00:00"
7786,"White Hill follow-up to Teens Go Green meeting -- discussed participation and event with WH staff - Linda Bell, Calea Hirsh","2009-03-05 00:00:00"
7787,"E-mails to Kent contacts regarding posting Bike Skills class flyer and registration form on Web-site.","2009-03-05 00:00:00"
7788,"Follow-up e-mail from Redwood students regarding bike band -- getting it to Sustainability festival.","2009-03-05 00:00:00"
7789,"Follow-up e-mails to Drake students about TGG meeting and Bike Band for hire","2009-03-05 00:00:00"
7790,"Coordination of Pedal Power Assembly at Neil Cummings, Pleasant Valley,  & Hamilton","2009-03-05 00:00:00"
7791,"Meeting at Miller Creek with Science teacher, Aviva and Team Leader to discuss clubs next project, and next steps with Bike Distribution project.","2009-03-05 00:00:00"
7792,"Coordination with Hamilton Teen Leader for Pedal Power mini skit, loaded into van materials and costume for skit","2009-03-05 00:00:00"
7793,"Load in from office, wheels and signs for Pedal Power skit at Hamilton, travel and performance of skit in 3 assemblies, load out of materials back at office.","2009-03-06 00:00:00"
7794,"Follow-up with Drake club students regarding Contest and Bike band at event","2009-03-09 00:00:00"
7795,"Follow-up with Redwood club regarding solicitation campaign, letter, and scheduling Bike Band","2009-03-09 00:00:00"
7796,"Scheduling and Coordination of Pedal Power event at Bacich -- contact Team Leader about dates and recruitment of students to participate in assembly","2009-03-09 00:00:00"
7797,"Communication with Laura Kelly regarding Poster Art slogans","2009-03-09 00:00:00"
7798,"Review of Miller Creek student Fast Forward article about Eco-Challenge project","2009-03-09 00:00:00"
7799,"Prep for and attendance of Meeting with White Hill Science teacher about up-coming club activities and class.","2009-03-09 00:00:00"
7800,"Follow-up regarding flyer and questionnaire distribution at Hamilton and Loma Verde schools for bike distribution.  Coordination of next meeting and bike rodeo event","2009-03-09 00:00:00"
7801,"Revised Kent flyer for Bike Skills classes and coodinated the distribution of flyers registration forms via web-site and paper distribution with Team Leader and VP Jenny Walsh.","2009-03-09 00:00:00"
7802,"Coordination of schedule for Pedal Power Assembly with Peggy for Pleasant Valley","2009-03-09 00:00:00"
7803,"Corespondence with Drake Teens regarding booth at Earth Day and Bike Band","2009-03-10 00:00:00"
7804,"Final revision to Transit audio visual reminder e-mail to teachers about class.","2009-03-10 00:00:00"
7805,"Contacted Kent for posting Bike classes flyer and registration form via link to SR2S website.  Wrote article for Falcon Flyers to notify students about classes, coordinated with Team Leader to attend Kent with Bike Blender to create posters for Contest and Bike classes.","2009-03-10 00:00:00"
7806,"Meeting with Aviva to discuss next steps for Middle schools.","2009-03-11 00:00:00"
7807,"Contacted Team Leader for White Hill regarding Contest dates, food for contest, students to participate in poster making.","2009-03-11 00:00:00"
7808,"Coordination of meeting with Hamilton Loma Verde with Team Leaders, SR2S staff and councilors from HamiltonLoma Verde, e-mail regarding funding for locks","2009-03-11 00:00:00"
7809,"Coordinated Kent meetings for Poster Creation and Bike Blender event to promote Bike classes and Contest.","2009-03-12 00:00:00"
7810,"Coordinated with peggy for Basic Street Skills class coverage for March 26","2009-03-12 00:00:00"
7811,"Status update with Aviva about Drake car-pool event, upcoming meetings at Davidson and HamiltonLoma Verde, and Miller Creek trip to Trips for Kids","2009-03-13 00:00:00"
7812,"Contacted Linda Bell regarding next meeting with White Hill student club participants in preparation of ContestAssembly","2009-03-13 00:00:00"
7813,"Coordinated dates with Renee, Peggy and Bacich Team Leader and identify what was needed from TL for up-coming assembly at Bacich","2009-03-14 00:00:00"
7814,"Corespondence with Kent Team Leader regarding new  recruit to head-up TGG club.  Plan to schedule meeting.  Reviewed who will participate poster event","2009-03-15 00:00:00"
7815,"Staff meeting coordination","2009-03-16 00:00:00"
7816,"Review with Aviva of upcoming events for Miller CreekHamilton Bike Give away program, confirmed times for Hamilton meeting,","2009-03-16 00:00:00"
7817,"Scheduled Bike Blender for Kent and arranged club meeting with Team Leader  action plan","2009-03-16 00:00:00"
7818,"Coordinated Pedal Power assembly event at Bacich","2009-03-16 00:00:00"
7819,"Coordianted Pedal Power assembly event at Bel Aire","2009-03-16 00:00:00"
7820,"Planning for, travel from office and meeting at Hamilton for the bike give away event on March 28th, follow-up communication regarding next steps","2009-03-17 00:00:00"
7821,"Travel and meeting at Davidson MS to discuss Contest roll-out","2009-03-17 00:00:00"
7822,"White Hill schedule of Club meeting","2009-03-17 00:00:00"
7823,"Communication with Drake students regarding Contest","2009-03-17 00:00:00"
